,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0,SMA_44,VWAP_D,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-07-15 09:15:00+05:30,1033.0,1033.0,990.0,990.0,100,2675,0.0,1,,,0.0,1,,,,1004.3333333333335,,,0.02,0
1,2021-07-15 09:45:00+05:30,990.0,1008.0,990.0,1008.0,125,2775,,1,,,,1,,,,1003.0370370370371,,1033.0,0.02,1
2,2021-07-15 10:15:00+05:30,1008.0,1008.0,932.95,932.95,300,3075,,1,,,,1,,,,977.2825396825398,,1033.0,0.04,0
3,2021-07-15 10:45:00+05:30,932.95,962.65,932.95,950.0,1375,3750,,1,,,,1,,,,956.477192982456,,1028.998,0.04,0
4,2021-07-15 11:15:00+05:30,955.95,956.35,932.45,940.0,1650,4400,,1,,,,1,,,,950.1821596244131,,1025.15608,0.06,0
5,2021-07-15 11:45:00+05:30,948.0,976.25,935.0,976.25,575,4825,,1,,,,1,,,,951.8991919191919,,1019.5937152,0.06,0
6,2021-07-15 12:15:00+05:30,950.2,1005.0,935.0,935.0,1000,5325,,1,,,,1,,,,953.1546341463414,,1014.365092288,0.06,0
7,2021-07-15 12:45:00+05:30,935.0,978.0,935.0,962.65,75,5450,913.5142857142857,1,913.5142857142857,,870.5285714285715,1,870.5285714285715,,,953.232451923077,,1009.45018675072,0.06,0
8,2021-07-15 13:15:00+05:30,962.65,981.0,962.65,981.0,250,5625,932.3586734693878,1,932.3586734693878,,892.8923469387756,1,892.8923469387756,,,954.225611620795,,1005.0,0.06,0
9,2021-07-15 13:45:00+05:30,981.0,981.0,946.55,946.55,50,5625,932.3586734693878,1,932.3586734693878,,892.8923469387756,1,892.8923469387756,,,954.2602272727273,,1000.647,0.06,0
10,2021-07-15 14:15:00+05:30,946.55,946.55,936.95,940.0,125,5700,932.3586734693878,1,932.3586734693878,,892.8923469387756,1,892.8923469387756,,,953.9692592592592,,996.5551800000001,0.06,0
11,2021-07-15 14:45:00+05:30,940.0,951.45,926.0,929.0,450,5975,972.0053980484322,-1,,972.0053980484322,892.8923469387756,1,892.8923469387756,,,952.5999314128943,,992.7088692000001,0.08,0
12,2021-07-15 15:15:00+05:30,929.0,934.3,900.05,915.15,650,6125,950.5939126129418,-1,,950.5939126129418,892.8923469387756,1,892.8923469387756,,,949.1107187112763,,987.372159664,0.1,0
13,2021-07-16 09:15:00+05:30,899.95,979.45,899.0,910.85,175,6225,950.5939126129418,-1,,950.5939126129418,892.8923469387756,1,892.8923469387756,,,929.7666666666668,899.0,,0.02,1
14,2021-07-16 09:45:00+05:30,916.0,979.65,912.0,961.0,525,6575,901.5927376721244,1,901.5927376721244,,892.8923469387756,1,892.8923469387756,,,945.6041666666667,899.0,,0.04,0
15,2021-07-16 10:15:00+05:30,961.0,980.0,943.35,943.35,150,6675,918.5259180046779,1,918.5259180046779,,892.8923469387756,1,892.8923469387756,,,947.3622549019609,899.0,,0.06,0
16,2021-07-16 10:45:00+05:30,943.35,951.5,941.0,941.0,75,6750,918.5259180046779,1,918.5259180046779,,892.8923469387756,1,892.8923469387756,,,947.1301801801802,903.86,,0.06,0
17,2021-07-16 11:15:00+05:30,941.0,950.0,925.3,950.0,325,6725,918.5259180046779,1,918.5259180046779,,892.8923469387756,1,892.8923469387756,,,945.7356666666668,908.4284,,0.06,0
18,2021-07-16 11:45:00+05:30,950.0,950.0,945.0,945.0,25,6725,918.5259180046779,1,918.5259180046779,,892.8923469387756,1,892.8923469387756,,,945.7539215686277,912.722696,,0.06,0
19,2021-07-16 12:15:00+05:30,945.0,993.0,945.0,971.15,275,6575,934.7027862282644,1,934.7027862282644,,900.4055724565287,1,900.4055724565287,,,950.0053763440861,916.75933424,,0.08,0
20,2021-07-16 12:45:00+05:30,971.15,980.0,944.95,945.0,2875,8375,934.7027862282644,1,934.7027862282644,,900.4055724565287,1,900.4055724565287,,,954.3225047080981,922.8585875008,,0.08,0
21,2021-07-16 13:15:00+05:30,945.0,964.9,940.0,964.9,675,9400,934.7027862282644,1,934.7027862282644,,900.4055724565287,1,900.4055724565287,,,954.6239379084968,928.469900500736,,0.08,0
22,2021-07-16 13:45:00+05:30,964.9,980.0,960.0,980.0,150,9475,938.8169149425805,1,938.8169149425805,,907.6338298851609,1,907.6338298851609,,,955.1584920634922,933.6323084606771,,0.08,0
23,2021-07-16 14:15:00+05:30,980.0,980.0,943.05,951.8,2125,9625,938.8169149425805,1,938.8169149425805,,907.6338298851609,1,907.6338298851609,,,956.0588700564972,938.381723783823,,0.08,0
24,2021-07-16 14:45:00+05:30,951.8,962.8,930.0,949.95,200,9725,938.8169149425805,1,938.8169149425805,,907.6338298851609,1,907.6338298851609,,,955.835093509351,,993.0,0.02,1
25,2021-07-16 15:15:00+05:30,949.95,952.0,939.0,952.0,475,9825,938.8169149425805,1,938.8169149425805,,907.6338298851609,1,907.6338298851609,,,955.3531055900622,,991.74,0.02,0
