,Name,PurchaseTime,boughtPrice,secondBoughtPrice,ltpCE,ltpPE,PnL,PnLMul,CEorPE,Underlying,Bought At,strikeCE,strikePE,exitTime,pos,pos2,Exit At
0,BAJFINANCE,2021-12-01 10:59:57.462570,,,176.45,222.0,,,,7016.2,7072.0,BAJFINANCE21DEC7200CE,BAJFINANCE21DEC7000PE,2021-12-01 11:00:03.659924,0,0,193.6
