,date,open,high,low,close,volume,oi,SUPERT_6_0.2,SUPERTd_6_0.2,SUPERTl_6_0.2,SUPERTs_6_0.2,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
35,2021-05-17 12:10:00+05:30,33114.9,33136.2,33095.85,33118.0,0,0,33107.6205113297,1,33107.6205113297,,33047.13454009678,,0.18,False
36,2021-05-17 12:15:00+05:30,33116.6,33137.35,33098.9,33133.35,0,0,33109.83973294275,1,33109.83973294275,,33064.94763207742,,0.19999999999999998,False
37,2021-05-17 12:20:00+05:30,33132.05,33134.0,33085.65,33097.65,0,0,33118.341282216774,-1,,33118.341282216774,33079.42810566194,,0.2,False
38,2021-05-17 12:25:00+05:30,33096.5,33135.5,33093.45,33111.6,0,0,33118.341282216774,-1,,33118.341282216774,33085.65,,0.2,False
39,2021-05-17 12:30:00+05:30,33113.5,33136.45,33093.1,33129.3,0,0,33106.24785217896,1,33106.24785217896,,,33137.35,0.2,True
40,2021-05-17 12:35:00+05:30,33128.9,33136.4,33108.3,33120.55,0,0,33114.30765168818,1,33114.30765168818,,,33136.465,0.02,False
41,2021-05-17 12:40:00+05:30,33119.95,33122.35,33084.6,33103.1,0,0,33111.43525147036,-1,,33111.43525147036,,33136.45,0.02,False
42,2021-05-17 12:45:00+05:30,33106.05,33177.9,33095.2,33170.6,0,0,33127.15922719194,1,33127.15922719194,,33084.6,,0.04,True
43,2021-05-17 12:50:00+05:30,33172.25,33178.3,33151.15,33171.25,0,0,33155.994572662086,1,33155.994572662086,,33084.6,,0.02,False
44,2021-05-17 12:55:00+05:30,33170.4,33172.7,33139.55,33149.35,0,0,33164.50526036927,-1,,33164.50526036927,33088.348,,0.04,False
45,2021-05-17 13:00:00+05:30,33151.05,33198.4,33138.45,33188.7,0,0,33159.44297924353,1,33159.44297924353,,33091.94608,,0.04,False
46,2021-05-17 13:05:00+05:30,33190.4,33195.65,33168.65,33178.05,0,0,33173.76509608406,1,33173.76509608406,,33098.333315200005,,0.06,False
47,2021-05-17 13:10:00+05:30,33178.0,33193.8,33095.4,33108.35,0,0,33154.8677178554,-1,,33154.8677178554,,33198.4,0.06,True
48,2021-05-17 13:15:00+05:30,33101.85,33122.1,33046.55,33099.4,0,0,33095.399871312184,-1,,33095.399871312184,,33196.340000000004,0.02,False
49,2021-05-17 13:20:00+05:30,33099.5,33117.15,33066.15,33070.7,0,0,33102.57904340255,-1,,33102.57904340255,,33193.8,0.04,False
50,2021-05-17 13:25:00+05:30,33067.85,33089.9,33054.2,33080.25,0,0,33082.34747833595,-1,,33082.34747833595,,33187.91,0.04,False
51,2021-05-17 13:30:00+05:30,33082.05,33128.85,33082.05,33115.4,0,0,33095.248775398395,1,33095.248775398395,,,33182.255600000004,0.04,False
52,2021-05-17 13:35:00+05:30,33114.65,33146.1,33092.0,33137.2,0,0,33108.74563960685,1,33108.74563960685,,,33176.827376,0.04,False
53,2021-05-17 13:40:00+05:30,33138.75,33157.25,33133.15,33146.2,0,0,33135.809748113075,1,33135.809748113075,,,33171.61628096,0.04,False
54,2021-05-17 13:45:00+05:30,33146.35,33149.85,33114.35,33145.45,0,0,33135.809748113075,1,33135.809748113075,,,33166.6136297216,0.04,False
55,2021-05-17 13:50:00+05:30,33147.5,33167.5,33135.25,33142.65,0,0,33142.79291037462,1,33142.79291037462,,33046.55,,0.04,True
56,2021-05-17 13:55:00+05:30,33143.45,33176.0,33135.65,33170.55,0,0,33147.328261262955,1,33147.328261262955,,33048.969000000005,,0.02,False
57,2021-05-17 14:00:00+05:30,33171.35,33241.65,33171.35,33238.8,0,0,33197.04936000818,1,33197.04936000818,,33054.050240000004,,0.04,False
58,2021-05-17 14:05:00+05:30,33237.45,33260.55,33232.2,33259.5,0,0,33237.55448009279,1,33237.55448009279,,33065.306225600005,,0.06,False
59,2021-05-17 14:10:00+05:30,33258.0,33278.0,33231.05,33232.65,0,0,33263.44043494047,-1,,33263.44043494047,33080.92572755201,,0.08,False
60,2021-05-17 14:15:00+05:30,33229.25,33253.6,33225.85,33232.45,0,0,33248.0795208216,-1,,33248.0795208216,33100.63315479681,,0.1,False
61,2021-05-17 14:20:00+05:30,33231.65,33252.5,33227.45,33251.6,0,0,33232.177906185236,1,33232.177906185236,,33118.36983931713,,0.1,False
62,2021-05-17 14:25:00+05:30,33250.95,33288.6,33250.0,33271.3,0,0,33261.51575528633,1,33261.51575528633,,33134.332855385415,,0.1,False
63,2021-05-17 14:30:00+05:30,33272.3,33295.6,33261.95,33265.0,0,0,33271.166464242415,1,33271.166464242415,,33152.844912739165,,0.12000000000000001,False
64,2021-05-17 14:35:00+05:30,33267.0,33309.3,33263.45,33305.05,0,0,33278.50621834591,1,33278.50621834591,,33172.830624955684,,0.14,False
65,2021-05-17 14:40:00+05:30,33306.95,33385.1,33304.55,33385.1,0,0,33335.582673791345,1,33335.582673791345,,33194.665724962775,,0.16,False
66,2021-05-17 14:45:00+05:30,33379.5,33389.6,33342.75,33365.2,0,0,33356.91139472074,1,33356.91139472074,,33228.94389446948,,0.18,False
67,2021-05-17 14:50:00+05:30,33360.8,33410.1,33346.2,33406.25,0,0,33368.300326515004,1,33368.300326515004,,33261.07511557558,,0.19999999999999998,False
68,2021-05-17 14:55:00+05:30,33407.05,33456.45,33400.3,33456.45,0,0,33418.295271304574,1,33418.295271304574,,33290.880092460466,,0.2,False
69,2021-05-17 15:00:00+05:30,33454.85,33468.6,33442.2,33457.05,0,0,33446.12022838001,1,33446.12022838001,,33323.99407396837,,0.2,False
70,2021-05-17 15:05:00+05:30,33456.35,33483.75,33424.65,33436.45,0,0,33463.90314402789,-1,,33463.90314402789,33352.9152591747,,0.2,False
71,2021-05-17 15:10:00+05:30,33433.65,33466.9,33424.4,33450.65,0,0,33455.15261962412,-1,,33455.15261962412,33379.08220733976,,0.2,False
72,2021-05-17 15:15:00+05:30,33452.75,33468.65,33416.25,33463.3,0,0,33432.784483376374,1,33432.784483376374,,33400.01576587181,,0.2,False
73,2021-05-17 15:20:00+05:30,33462.3,33493.45,33448.05,33470.9,0,0,33461.1820696152,1,33461.1820696152,,33416.25,,0.2,False
74,2021-05-17 15:25:00+05:30,33468.7,33501.65,33451.0,33460.5,0,0,33485.9866087619,-1,,33485.9866087619,33416.25,,0.2,False
75,2021-05-18 09:15:00+05:30,33893.1,34116.55,33859.6,34014.2,0,0,33958.155306586035,1,33958.155306586035,,33433.33,,0.2,False
76,2021-05-18 09:20:00+05:30,34009.1,34064.45,33943.25,34008.8,0,0,33974.87692291225,1,33974.87692291225,,33451.0,,0.2,False
77,2021-05-18 09:25:00+05:30,34016.05,34140.65,34016.05,34124.65,0,0,34049.81076938275,1,34049.81076938275,,33584.11,,0.2,False
78,2021-05-18 09:30:00+05:30,34128.9,34131.75,33930.9,33955.2,0,0,34061.80269325786,-1,,34061.80269325786,33695.418,,0.2,False
79,2021-05-18 09:35:00+05:30,33950.85,34026.5,33899.55,33968.3,0,0,33992.65474398903,-1,,33992.65474398903,33784.4644,,0.2,False
80,2021-05-18 09:40:00+05:30,33976.65,34002.15,33946.85,33993.2,0,0,33947.965214536394,1,33947.965214536394,,33855.701519999995,,0.2,False
81,2021-05-18 09:45:00+05:30,33995.2,34056.45,33975.75,34019.0,0,0,33991.297679337265,1,33991.297679337265,,33899.55,,0.2,False
82,2021-05-18 09:50:00+05:30,34021.3,34024.7,33984.2,33997.1,0,0,33991.297679337265,1,33991.297679337265,,33946.85,,0.2,False
83,2021-05-18 09:55:00+05:30,33991.85,33995.2,33923.85,33930.95,0,0,33980.315499564625,-1,,33980.315499564625,,34140.65,0.2,True
84,2021-05-18 10:00:00+05:30,33928.25,33960.2,33891.95,33909.65,0,0,33945.67541608246,-1,,33945.67541608246,,34136.314,0.02,False
85,2021-05-18 10:05:00+05:30,33910.15,33954.4,33802.8,33802.8,0,0,33899.98701367903,-1,,33899.98701367903,,34126.53944,0.04,False
86,2021-05-18 10:10:00+05:30,33804.5,33822.8,33737.05,33811.65,0,0,33800.60584464129,-1,,33800.60584464129,,34107.1150736,0.06,False
87,2021-05-18 10:15:00+05:30,33811.7,33890.1,33804.6,33847.2,0,0,33827.26596286317,1,33827.26596286317,,,34077.509867712,0.08,False
88,2021-05-18 10:20:00+05:30,33842.9,33851.0,33802.3,33837.15,0,0,33827.26596286317,1,33827.26596286317,,,34050.27307829504,0.08,False
89,2021-05-18 10:25:00+05:30,33837.5,33903.25,33836.45,33903.25,0,0,33852.32330773507,1,33852.32330773507,,,34025.215232031434,0.08,False
90,2021-05-18 10:30:00+05:30,33912.1,33952.95,33896.6,33910.65,0,0,33908.291089844184,1,33908.291089844184,,,34002.16201346892,0.08,False
91,2021-05-18 10:35:00+05:30,33913.5,33932.8,33876.75,33932.8,0,0,33908.291089844184,1,33908.291089844184,,,33980.95305239141,0.08,False
92,2021-05-18 10:40:00+05:30,33930.05,33971.3,33922.25,33959.25,0,0,33932.13589580495,1,33932.13589580495,,33737.05,,0.08,True
93,2021-05-18 10:45:00+05:30,33959.0,33965.05,33909.5,33947.9,0,0,33932.13589580495,1,33932.13589580495,,33741.735,,0.02,False
94,2021-05-18 10:50:00+05:30,33947.65,33960.85,33926.3,33955.85,0,0,33930.71423325131,1,33930.71423325131,,33746.3263,,0.02,False
95,2021-05-18 10:55:00+05:30,33958.85,34038.95,33958.0,34029.8,0,0,33984.9876943604,1,33984.9876943604,,33750.825774,,0.02,False
96,2021-05-18 11:00:00+05:30,34027.95,34070.4,34019.65,34068.95,0,0,34032.09391197861,1,34032.09391197861,,33762.35074304,,0.04,False
97,2021-05-18 11:05:00+05:30,34068.4,34114.55,34067.85,34077.75,0,0,34078.86742665925,1,34078.86742665925,,33780.8336984576,,0.06,False
98,2021-05-18 11:10:00+05:30,34074.85,34088.85,34035.4,34069.5,0,0,34074.183811113326,-1,,34074.183811113326,33807.531002580996,,0.08,False
99,2021-05-18 11:15:00+05:30,34069.2,34091.0,34046.75,34062.2,0,0,34074.183811113326,-1,,34074.183811113326,33832.092522374514,,0.08,False
100,2021-05-18 11:20:00+05:30,34062.05,34063.95,34017.0,34017.2,0,0,34051.643341041956,-1,,34051.643341041956,33854.68912058455,,0.08,False
101,2021-05-18 11:25:00+05:30,34012.8,34028.95,33946.7,33984.7,0,0,33999.87361754235,-1,,33999.87361754235,33875.47799093779,,0.08,False
102,2021-05-18 11:30:00+05:30,33985.7,34003.6,33961.9,33975.95,0,0,33994.1805146143,-1,,33994.1805146143,33894.60375166277,,0.08,False
103,2021-05-18 11:35:00+05:30,33976.8,33976.8,33915.35,33942.45,0,0,33957.648762179415,-1,,33957.648762179415,33912.19945152975,,0.08,False
104,2021-05-18 11:40:00+05:30,33941.25,33984.05,33941.2,33960.1,0,0,33951.55186485291,1,33951.55186485291,,33915.35,,0.08,False
105,2021-05-18 11:45:00+05:30,33961.0,33994.1,33943.15,33979.3,0,0,33957.699054044686,1,33957.699054044686,,33915.35,,0.08,False
106,2021-05-18 11:50:00+05:30,33978.1,33984.1,33950.95,33952.1,0,0,33977.73495496034,-1,,33977.73495496034,33931.286,,0.08,False
107,2021-05-18 11:55:00+05:30,33952.6,33981.45,33936.3,33981.45,0,0,33948.861704200266,1,33948.861704200266,,,34114.55,0.08,True
108,2021-05-18 12:00:00+05:30,33981.45,34022.7,33979.8,33996.9,0,0,33991.47558683411,1,33991.47558683411,,,34110.985,0.02,False
109,2021-05-18 12:05:00+05:30,33996.5,34029.0,33985.85,34025.8,0,0,33997.84132236213,1,33997.84132236213,,,34107.4913,0.02,False
110,2021-05-18 12:10:00+05:30,34028.55,34033.25,33984.05,33989.05,0,0,34018.27639803163,-1,,34018.27639803163,,34104.067474,0.02,False
111,2021-05-18 12:15:00+05:30,33991.4,34016.35,33972.1,34000.25,0,0,34003.72199835951,-1,,34003.72199835951,,34100.71212452,0.02,False
112,2021-05-18 12:20:00+05:30,34001.7,34008.65,33974.05,33984.95,0,0,34000.41749863245,-1,,34000.41749863245,,34097.4238820296,0.02,False
113,2021-05-18 12:25:00+05:30,33986.8,33992.75,33938.5,33941.1,0,0,33974.98958219398,-1,,33974.98958219398,,34094.20140438901,0.02,False
114,2021-05-18 12:30:00+05:30,33938.25,33973.8,33931.7,33964.8,0,0,33961.957151828195,-1,,33961.957151828195,,34091.043376301226,0.02,False
115,2021-05-18 12:35:00+05:30,33966.15,33980.2,33950.3,33955.15,0,0,33961.957151828195,-1,,33961.957151828195,,34084.66964124918,0.04,False
116,2021-05-18 12:40:00+05:30,33959.9,34017.6,33959.9,33963.0,0,0,33979.44392234148,1,33979.44392234148,,,34078.55085559921,0.04,False
117,2021-05-18 12:45:00+05:30,33964.2,33999.85,33958.3,33982.5,0,0,33979.44392234148,1,33979.44392234148,,,34072.676821375244,0.04,False
118,2021-05-18 12:50:00+05:30,33983.2,34014.3,33967.25,34007.0,0,0,33981.58994607052,1,33981.58994607052,,,34067.03774852023,0.04,False
119,2021-05-18 12:55:00+05:30,34006.5,34006.5,33958.4,33962.15,0,0,33991.72421160793,-1,,33991.72421160793,,34061.624238579425,0.04,False
120,2021-05-18 13:00:00+05:30,33960.35,33988.15,33939.15,33965.2,0,0,33973.011843006636,-1,,33973.011843006636,,34056.42726903625,0.04,False
121,2021-05-18 13:05:00+05:30,33964.4,33990.05,33962.75,33974.3,0,0,33967.688464161285,1,33967.688464161285,,,34051.438178274795,0.04,False
122,2021-05-18 13:10:00+05:30,33975.35,33982.1,33895.25,33963.7,0,0,33948.829613199196,-1,,33948.829613199196,,34046.648651143805,0.04,False
123,2021-05-18 13:15:00+05:30,33971.25,34059.0,33965.15,34009.25,0,0,34000.43615566711,1,34000.43615566711,,33895.25,,0.06,True
124,2021-05-18 13:20:00+05:30,34011.65,34018.05,33999.35,34005.7,0,0,34000.43615566711,1,34000.43615566711,,33895.25,,0.02,False
125,2021-05-18 13:25:00+05:30,34006.85,34040.6,34002.85,34030.0,0,0,34011.86469143568,1,34011.86469143568,,33898.525,,0.02,False
126,2021-05-18 13:30:00+05:30,34029.6,34049.8,34025.0,34042.65,0,0,34028.356409529806,1,34028.356409529806,,33901.7345,,0.02,False
127,2021-05-18 13:35:00+05:30,34042.9,34043.0,34006.9,34027.0,0,0,34033.68965872513,-1,,34033.68965872513,33904.87981,,0.02,False
128,2021-05-18 13:40:00+05:30,34026.6,34082.15,33999.2,34069.75,0,0,34030.62695106231,1,34030.62695106231,,33907.9622138,,0.02,False
129,2021-05-18 13:45:00+05:30,34072.15,34087.0,34028.65,34030.85,0,0,34047.50662588524,1,34047.50662588524,,33914.929725247996,,0.04,False
130,2021-05-18 13:50:00+05:30,34029.1,34045.9,33961.05,33968.65,0,0,34014.90197842902,-1,,34014.90197842902,33925.25394173311,,0.06,False
131,2021-05-18 13:55:00+05:30,33972.7,33982.25,33920.05,33968.5,0,0,33962.74581535752,-1,,33962.74581535752,,34087.0,0.06,True
132,2021-05-18 14:00:00+05:30,33966.7,33979.9,33934.35,33947.65,0,0,33962.74581535752,-1,,33962.74581535752,,34083.661,0.02,False
133,2021-05-18 14:05:00+05:30,33950.7,33986.75,33948.4,33962.95,0,0,33956.95373933508,1,33956.95373933508,,,34080.38878,0.02,False
134,2021-05-18 14:10:00+05:30,33961.55,33976.45,33941.25,33949.35,0,0,33968.87438388742,-1,,33968.87438388742,,34077.1820044,0.02,False
135,2021-05-18 14:15:00+05:30,33949.85,34005.4,33924.85,33977.2,0,0,33954.086346760465,1,33954.086346760465,,,34074.039364312,0.02,False
136,2021-05-18 14:20:00+05:30,33984.8,33988.0,33947.5,33948.95,0,0,33978.298877699606,-1,,33978.298877699606,,34070.95957702576,0.02,False
137,2021-05-18 14:25:00+05:30,33948.2,33959.95,33880.4,33885.6,0,0,33931.61739808302,-1,,33931.61739808302,,34067.94138548525,0.02,False
138,2021-05-18 14:30:00+05:30,33885.85,33913.35,33838.85,33907.05,0,0,33888.11866506918,-1,,33888.11866506918,,34060.43973006584,0.04,False
139,2021-05-18 14:35:00+05:30,33907.65,33910.9,33880.3,33900.9,0,0,33884.56444577569,1,33884.56444577569,,,34047.144346261884,0.06,False
140,2021-05-18 14:40:00+05:30,33898.7,33954.35,33884.7,33942.35,0,0,33908.007038146396,1,33908.007038146396,,,34034.64668548617,0.06,False
141,2021-05-18 14:45:00+05:30,33938.55,33968.15,33920.7,33922.1,0,0,33933.245031788676,1,33933.245031788676,,,34022.898884357004,0.06,False
142,2021-05-18 14:50:00+05:30,33920.9,33932.55,33889.7,33893.2,0,0,33921.86997350944,-1,,33921.86997350944,,34011.85595129558,0.06,False
143,2021-05-18 14:55:00+05:30,33891.85,33903.3,33861.1,33873.2,0,0,33892.56081125786,-1,,33892.56081125786,,34001.475594217845,0.06,False
144,2021-05-18 15:00:00+05:30,33875.65,33932.5,33875.65,33908.1,0,0,33893.464323951775,1,33893.464323951775,,,33991.71805856477,0.06,False
145,2021-05-18 15:05:00+05:30,33906.45,33907.05,33879.05,33880.9,0,0,33902.86056337352,-1,,33902.86056337352,,33982.54597505089,0.06,False
146,2021-05-18 15:10:00+05:30,33878.8,33923.1,33878.8,33902.55,0,0,33902.86056337352,-1,,33902.86056337352,,33973.924216547835,0.06,False
147,2021-05-18 15:15:00+05:30,33897.1,33917.7,33897.1,33914.6,0,0,33898.669886546166,1,33898.669886546166,,,33965.819763554966,0.06,False
148,2021-05-18 15:20:00+05:30,33915.45,33973.45,33915.45,33966.25,0,0,33935.21323878847,1,33935.21323878847,,33838.85,,0.06,True
149,2021-05-18 15:25:00+05:30,33966.8,33974.0,33934.6,33954.3,0,0,33945.28936565707,1,33945.28936565707,,33841.542,,0.02,False
150,2021-05-19 09:15:00+05:30,33717.1,33772.0,33683.5,33750.1,0,0,33744.28552861912,-1,,33744.28552861912,,33974.0,0.04,True
151,2021-05-19 09:20:00+05:30,33742.6,33765.45,33711.25,33745.0,0,0,33722.76372615073,1,33722.76372615073,,,33974.0,0.02,False
152,2021-05-19 09:25:00+05:30,33742.8,33869.7,33725.3,33869.7,0,0,33779.69810512561,1,33779.69810512561,,,33968.19,0.02,False
153,2021-05-19 09:30:00+05:30,33868.3,33956.5,33854.85,33941.45,0,0,33887.451754271344,1,33887.451754271344,,,33962.4962,0.02,False
154,2021-05-19 09:35:00+05:30,33941.95,33951.1,33901.9,33921.25,0,0,33909.67396189278,1,33909.67396189278,,,33956.916276,0.02,False
155,2021-05-19 09:40:00+05:30,33922.5,33922.5,33843.05,33861.9,0,0,33899.44503175601,-1,,33899.44503175601,,33956.5,0.02,False
156,2021-05-19 09:45:00+05:30,33862.05,33913.1,33846.55,33874.45,0,0,33895.93502646334,-1,,33895.93502646334,,33951.1,0.02,False
157,2021-05-19 09:50:00+05:30,33873.9,33927.15,33849.7,33923.2,0,0,33872.41831128055,1,33872.41831128055,,,33945.748,0.02,False
158,2021-05-19 09:55:00+05:30,33920.25,33934.45,33876.85,33876.85,0,0,33890.391092733786,1,33890.391092733786,,,33940.503039999996,0.02,False
159,2021-05-19 10:00:00+05:30,33876.8,33893.35,33863.55,33881.8,0,0,33892.15908938851,-1,,33892.15908938851,,33935.3629792,0.02,False
160,2021-05-19 10:05:00+05:30,33880.95,33897.5,33848.3,33850.05,0,0,33885.96424115709,-1,,33885.96424115709,,33934.45,0.02,False
161,2021-05-19 10:10:00+05:30,33849.7,33858.2,33792.6,33793.1,0,0,33838.47353429757,-1,,33838.47353429757,,33929.431,0.02,False
162,2021-05-19 10:15:00+05:30,33791.6,33815.8,33775.6,33789.0,0,0,33807.93461191464,-1,,33807.93461191464,,33924.51238,0.02,False
163,2021-05-19 10:20:00+05:30,33788.05,33794.85,33729.3,33729.3,0,0,33774.45550992887,-1,,33774.45550992887,,33919.6921324,0.02,False
164,2021-05-19 10:25:00+05:30,33729.4,33753.85,33717.45,33731.5,0,0,33747.18042494072,-1,,33747.18042494072,,33914.968289751996,0.02,False
165,2021-05-19 10:30:00+05:30,33731.25,33742.4,33638.55,33647.85,0,0,33703.545354117276,-1,,33703.545354117276,,33910.33892395696,0.02,False
166,2021-05-19 10:35:00+05:30,33648.3,33702.7,33637.15,33691.15,0,0,33683.0019617644,-1,,33683.0019617644,,33899.46736699868,0.04,False
167,2021-05-19 10:40:00+05:30,33688.25,33711.35,33669.4,33693.2,0,0,33678.079198529675,1,33678.079198529675,,,33883.72832497876,0.06,False
168,2021-05-19 10:45:00+05:30,33692.8,33728.0,33677.1,33728.0,0,0,33690.60683210806,1,33690.60683210806,,,33868.93362548003,0.06,False
169,2021-05-19 10:50:00+05:30,33727.3,33766.65,33717.65,33734.85,0,0,33730.56402675672,1,33730.56402675672,,,33855.02660795123,0.06,False
170,2021-05-19 10:55:00+05:30,33730.35,33737.3,33694.45,33696.85,0,0,33726.95831103607,-1,,33726.95831103607,,33841.954011474154,0.06,False
171,2021-05-19 11:00:00+05:30,33695.55,33720.0,33690.2,33718.45,0,0,33715.32942586339,-1,,33715.32942586339,,33829.66577078571,0.06,False
172,2021-05-19 11:05:00+05:30,33716.35,33740.25,33693.7,33738.35,0,0,33706.898811780506,1,33706.898811780506,,,33818.11482453856,0.06,False
173,2021-05-19 11:10:00+05:30,33736.5,33755.3,33722.4,33752.55,0,0,33729.356509817095,1,33729.356509817095,,,33807.25693506625,0.06,False
174,2021-05-19 11:15:00+05:30,33749.45,33753.7,33671.2,33685.6,0,0,33723.11124181909,-1,,33723.11124181909,,33797.05051896228,0.06,False
175,2021-05-19 11:20:00+05:30,33684.95,33703.55,33667.7,33667.7,0,0,33695.704368182574,-1,,33695.704368182574,,33787.456487824544,0.06,False
176,2021-05-19 11:25:00+05:30,33664.1,33688.25,33664.1,33681.85,0,0,33685.37947348548,-1,,33685.37947348548,,33778.438098555074,0.06,False
177,2021-05-19 11:30:00+05:30,33680.2,33699.35,33676.85,33678.7,0,0,33685.37947348548,-1,,33685.37947348548,,33769.96081264177,0.06,False
178,2021-05-19 11:35:00+05:30,33677.3,33699.7,33676.05,33694.5,0,0,33680.069671190635,1,33680.069671190635,,,33761.99216388327,0.06,False
179,2021-05-19 11:40:00+05:30,33693.1,33726.7,33686.1,33726.7,0,0,33698.54222599219,1,33698.54222599219,,,33754.50163405027,0.06,False
