,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0,SMA_44,VWAP_D,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-07-15 09:15:00+05:30,9.85,11.25,8.75,11.25,8600,44225,0.0,1,,,0.0,1,,,,10.416666666666666,,,0.02,0
1,2021-07-15 09:45:00+05:30,11.25,11.75,10.2,10.25,1900,43425,,1,,,,1,,,,10.473968253968254,8.75,,0.04,0
2,2021-07-15 10:15:00+05:30,10.25,11.85,10.2,11.85,2650,45075,,1,,,,1,,,,10.6404309252218,8.75,,0.06,0
3,2021-07-15 10:45:00+05:30,11.85,13.4,11.1,13.0,3950,44775,,1,,,,1,,,,11.069980506822612,8.936,,0.08,0
4,2021-07-15 11:15:00+05:30,13.0,13.05,12.3,12.65,1750,45175,,1,,,,1,,,,11.218213969938107,9.29312,,0.08,0
5,2021-07-15 11:45:00+05:30,12.65,13.85,12.0,12.1,9650,51175,,1,,,,1,,,,11.703011695906431,9.6216704,,0.1,0
6,2021-07-15 12:15:00+05:30,12.1,12.6,11.5,11.5,9600,58325,,1,,,,1,,,,11.744247594050742,10.04450336,,0.1,0
7,2021-07-15 12:45:00+05:30,11.5,12.05,11.5,11.9,950,59725,10.382142857142858,1,10.382142857142858,,8.989285714285714,1,8.989285714285714,,,11.74600938967136,10.425053024,,0.1,0
8,2021-07-15 13:15:00+05:30,11.55,12.0,10.65,11.0,5700,63675,10.382142857142858,1,10.382142857142858,,8.989285714285714,1,8.989285714285714,,,11.678584729981377,,13.85,0.02,1
9,2021-07-15 13:45:00+05:30,11.0,12.05,10.6,10.95,6200,64575,10.382142857142858,1,10.382142857142858,,8.989285714285714,1,8.989285714285714,,,11.620346745175008,,13.786,0.04,0
10,2021-07-15 14:15:00+05:30,10.95,10.95,9.0,9.75,10050,68725,11.449947938359017,-1,,11.449947938359017,8.989285714285714,1,8.989285714285714,,,11.33691256830601,,13.65856,0.06,0
11,2021-07-15 14:45:00+05:30,9.75,10.65,9.1,10.4,10200,71625,11.360669661450586,-1,,11.360669661450586,8.989285714285714,1,8.989285714285714,,,11.152551498127341,,13.3790464,0.06,0
12,2021-07-15 15:15:00+05:30,10.4,11.8,9.65,10.25,1300,71475,11.360669661450586,-1,,11.360669661450586,8.989285714285714,1,8.989285714285714,,,11.142045977011493,,13.116303616,0.06,0
13,2021-07-16 09:15:00+05:30,9.5,11.0,9.25,10.15,3200,70725,11.360669661450586,-1,,11.360669661450586,8.989285714285714,1,8.989285714285714,,,10.133333333333333,,12.86932539904,0.06,0
14,2021-07-16 09:45:00+05:30,10.15,11.0,9.4,11.0,1650,70925,11.360669661450586,-1,,11.360669661450586,8.989285714285714,1,8.989285714285714,,,10.246735395189003,,12.6371658750976,0.06,0
15,2021-07-16 10:15:00+05:30,11.0,11.4,9.65,9.65,200,70975,11.360669661450586,-1,,11.360669661450586,8.989285714285714,1,8.989285714285714,,,10.246204620462045,,12.418935922591743,0.06,0
16,2021-07-16 10:45:00+05:30,9.65,10.45,8.5,8.5,3850,71225,11.146376050897825,-1,,11.146376050897825,12.817752101795651,-1,,12.817752101795651,,9.77200374531835,,12.213799767236239,0.08,0
17,2021-07-16 11:15:00+05:30,8.5,8.85,8.25,8.85,1500,70125,10.068322329340994,-1,,10.068322329340994,11.586644658681987,-1,,11.586644658681987,,9.610176282051281,,11.916695785857339,0.1,0
18,2021-07-16 11:45:00+05:30,8.85,8.9,8.15,8.4,1050,70375,9.933561996577994,-1,,9.933561996577994,11.342123993155989,-1,,11.342123993155989,,9.506841339155748,,11.550026207271605,0.12000000000000001,0
19,2021-07-16 12:15:00+05:30,8.4,8.55,8.15,8.5,500,69775,9.614481711352568,-1,,9.614481711352568,10.878963422705134,-1,,10.878963422705134,,9.460529986052999,,11.142023062399012,0.12000000000000001,0
20,2021-07-16 12:45:00+05:30,8.4,8.4,7.4,8.15,8950,74475,9.140984324016486,-1,,9.140984324016486,10.381968648032972,-1,,10.381968648032972,,8.827950558213717,,10.78298029491113,0.14,0
21,2021-07-16 13:15:00+05:30,8.15,8.15,6.7,6.7,27350,85325,8.695843706299845,-1,,8.695843706299845,9.96668741259969,-1,,9.96668741259969,,7.8957167530224535,,10.309363053623573,0.16,0
22,2021-07-16 13:45:00+05:30,6.7,8.25,6.65,8.25,33700,94850,8.695843706299845,-1,,8.695843706299845,9.96668741259969,-1,,9.96668741259969,,7.822086638194021,,9.731864965043801,0.18,0
23,2021-07-16 14:15:00+05:30,8.25,9.85,8.2,9.4,33600,87250,7.65968625659603,1,7.65968625659603,,9.96668741259969,-1,,9.96668741259969,,8.208221549112938,6.65,,0.02,1
