,date,open,high,low,close,volume,oi,SUPERT_6_0.2,SUPERTd_6_0.2,SUPERTl_6_0.2,SUPERTs_6_0.2
0,2021-05-14 09:15:00+05:30,280.0,280.0,171.0,216.1,143300,92100,0.0,1,,
1,2021-05-14 09:20:00+05:30,214.6,232.05,177.85,186.65,141550,121250,,1,,
2,2021-05-14 09:25:00+05:30,187.15,201.25,176.7,181.1,91375,137700,,1,,
3,2021-05-14 09:30:00+05:30,181.5,181.6,153.2,161.8,100900,147925,,1,,
4,2021-05-14 09:35:00+05:30,159.95,188.85,153.8,182.45,124300,165125,,1,,
5,2021-05-14 09:40:00+05:30,184.7,194.3,170.2,170.4,89100,173850,174.37248654571235,1,174.37248654571235,
6,2021-05-14 09:45:00+05:30,169.3,199.65,160.0,195.15,103725,178900,171.93535235938575,1,171.93535235938575,
7,2021-05-14 09:50:00+05:30,196.15,201.9,181.75,194.4,84575,194775,184.77356947798702,1,184.77356947798702,
8,2021-05-14 09:55:00+05:30,194.4,197.4,177.55,184.1,49375,196600,193.88939750111115,-1,,193.88939750111115
9,2021-05-14 10:00:00+05:30,184.0,191.85,179.6,188.7,34325,197425,191.35139831665734,-1,,191.35139831665734
10,2021-05-14 10:05:00+05:30,189.0,194.6,170.0,184.05,46775,202525,187.79035554068884,-1,,187.79035554068884
11,2021-05-14 10:10:00+05:30,184.8,185.65,165.85,168.0,46100,202175,180.95307596805253,-1,,180.95307596805253
12,2021-05-14 10:15:00+05:30,168.3,184.3,161.3,183.55,59075,201250,167.70779954921844,1,167.70779954921844,
13,2021-05-14 10:20:00+05:30,184.85,184.85,173.8,173.8,28225,202975,174.75374060049535,1,174.75374060049535,
14,2021-05-14 10:25:00+05:30,174.45,175.8,165.55,170.95,26125,204850,174.79688247864942,-1,,174.79688247864942
15,2021-05-14 10:30:00+05:30,169.85,180.45,169.85,177.5,26075,207825,171.38084276641507,1,171.38084276641507,
16,2021-05-14 10:35:00+05:30,177.7,180.45,165.0,165.1,25450,207700,176.37562157462884,-1,,176.37562157462884
17,2021-05-14 10:40:00+05:30,165.9,174.0,158.8,169.45,41125,210300,169.94487953141876,-1,,169.94487953141876
18,2021-05-14 10:45:00+05:30,169.45,173.35,162.65,167.0,15100,209025,169.94487953141876,-1,,169.94487953141876
19,2021-05-14 10:50:00+05:30,167.0,169.0,155.5,160.6,23550,210875,165.4499468773044,-1,,165.4499468773044
20,2021-05-14 10:55:00+05:30,160.0,165.95,155.0,163.0,21375,215125,163.50288227929846,-1,,163.50288227929846
21,2021-05-14 11:00:00+05:30,163.75,166.0,147.15,151.95,52750,218725,159.72885034224072,-1,,159.72885034224072
22,2021-05-14 11:05:00+05:30,152.4,152.45,140.95,147.7,62525,226125,149.70936089254562,-1,,149.70936089254562
23,2021-05-14 11:10:00+05:30,147.7,153.0,144.3,147.45,24200,226325,149.70936089254562,-1,,149.70936089254562
24,2021-05-14 11:15:00+05:30,147.7,152.3,145.15,150.6,21800,231250,146.15982223916774,1,146.15982223916774,
25,2021-05-14 11:20:00+05:30,150.4,154.1,143.05,151.85,30950,236600,146.0695401986765,1,146.0695401986765,
26,2021-05-14 11:25:00+05:30,151.85,157.5,145.35,151.0,37550,237825,148.9322090561994,1,148.9322090561994,
27,2021-05-14 11:30:00+05:30,150.8,151.8,143.85,147.9,28875,238750,150.1664074461949,-1,,150.1664074461949
28,2021-05-14 11:35:00+05:30,147.7,148.3,132.8,137.6,136525,237325,143.0184819336129,-1,,143.0184819336129
29,2021-05-14 11:40:00+05:30,136.8,137.95,128.65,132.9,74550,238000,135.66663924324845,-1,,135.66663924324845
30,2021-05-14 11:45:00+05:30,132.15,132.25,126.05,130.7,69725,230325,131.3499475146924,-1,,131.3499475146924
31,2021-05-14 11:50:00+05:30,130.7,136.0,125.0,126.85,39200,235425,132.6999562879097,-1,,132.6999562879097
32,2021-05-14 11:55:00+05:30,127.4,133.0,124.2,128.3,27400,236300,130.72645104024647,-1,,130.72645104024647
33,2021-05-14 12:00:00+05:30,127.25,128.15,117.2,121.6,54525,232425,124.8170742736581,-1,,124.8170742736581
34,2021-05-14 12:05:00+05:30,121.8,127.3,118.6,119.9,32000,230500,125.02494825050697,-1,,125.02494825050697
35,2021-05-14 12:10:00+05:30,119.65,127.15,115.25,124.3,37350,231075,123.32586203953225,-1,,123.32586203953225
