,date,open,high,low,close,volume,oi,PSARl_0.06_0.2,PSARs_0.06_0.2,PSARaf_0.06_0.2,PSARr_0.06_0.2,SUPERT_7_0.3,SUPERTd_7_0.3,SUPERTl_7_0.3,SUPERTs_7_0.3
0,2021-05-12 09:15:00+05:30,107.75,107.75,61.6,95.85,21300,60225,,,0.06,False,0.0,1,,
1,2021-05-12 09:20:00+05:30,96.6,105.9,96.0,104.0,24300,61200,,,0.06,False,,1,,
2,2021-05-12 09:25:00+05:30,103.8,111.2,103.05,110.0,23925,60225,,107.75,0.06,True,,1,,
3,2021-05-12 09:30:00+05:30,110.0,120.7,110.0,118.55,27825,60975,103.05,,0.06,True,,1,,
4,2021-05-12 09:35:00+05:30,119.3,128.4,118.55,124.45,25200,64650,103.05,,0.06,False,,1,,
5,2021-05-12 09:40:00+05:30,124.45,124.6,110.25,110.65,27000,65325,106.092,,0.12,False,,1,,
6,2021-05-12 09:45:00+05:30,110.65,116.9,110.65,115.25,13500,71025,108.76895999999999,,0.12,False,109.8874679685876,1,109.8874679685876,
7,2021-05-12 09:50:00+05:30,114.65,117.8,111.85,115.6,8175,70050,110.25,,0.12,False,111.36132283360483,1,111.36132283360483,
8,2021-05-12 09:55:00+05:30,115.6,122.75,114.95,117.0,12600,71475,110.65,,0.12,False,115.60028089592414,1,115.60028089592414,
9,2021-05-12 10:00:00+05:30,117.0,118.4,112.0,112.75,7425,72825,,128.4,0.12,True,118.2080219453914,-1,,118.2080219453914
10,2021-05-12 10:05:00+05:30,112.75,116.25,112.0,113.2,7950,72825,,127.41600000000001,0.06,False,116.82981550113176,-1,,116.82981550113176
11,2021-05-12 10:10:00+05:30,113.2,122.0,113.2,122.0,13200,70950,,126.49104000000001,0.06,False,114.906171799678,1,114.906171799678,
12,2021-05-12 10:15:00+05:30,122.0,123.5,117.5,122.2,14700,72225,,125.62157760000001,0.06,False,117.95375597363785,1,117.95375597363785,
13,2021-05-12 10:20:00+05:30,122.2,132.2,121.0,132.2,23700,71175,112.0,,0.06,True,123.92231838081713,1,123.92231838081713,
14,2021-05-12 10:25:00+05:30,132.2,133.6,127.25,130.9,18375,71925,113.212,,0.06,False,127.86983518498162,1,127.86983518498162,
15,2021-05-12 10:30:00+05:30,132.4,137.35,129.1,131.3,20175,70425,115.65856000000001,,0.12,False,130.6823496409381,1,130.6823496409381,
16,2021-05-12 10:35:00+05:30,131.3,132.3,124.0,127.15,9750,70350,119.5630192,,0.18,False,130.6845386554909,-1,,130.6845386554909
17,2021-05-12 10:40:00+05:30,127.15,131.4,125.2,128.0,7875,70950,122.764675744,,0.18,False,130.6845386554909,-1,,130.6845386554909
18,2021-05-12 10:45:00+05:30,128.0,128.0,122.0,125.3,17325,72375,,137.35,0.18,True,127.33641683732704,-1,,127.33641683732704
19,2021-05-12 10:50:00+05:30,125.3,128.6,123.1,123.8,4725,73425,,136.429,0.06,False,127.33641683732704,-1,,127.33641683732704
20,2021-05-12 10:55:00+05:30,123.8,123.8,119.0,119.0,12375,76050,,135.56326,0.06,False,123.51563501741553,-1,,123.51563501741553
21,2021-05-12 11:00:00+05:30,119.0,123.5,118.9,121.3,8325,78150,,133.57566880000002,0.12,False,123.20688323939613,-1,,123.20688323939613
22,2021-05-12 11:05:00+05:30,121.7,124.2,117.75,124.2,8550,79575,,130.93404841600002,0.18,False,118.97869091393669,1,118.97869091393669,
23,2021-05-12 11:10:00+05:30,125.3,135.0,124.2,135.0,11475,80550,117.75,,0.2,True,127.42151502449275,1,127.42151502449275,
24,2021-05-12 11:15:00+05:30,135.0,143.6,130.2,141.65,26550,79800,117.75,,0.06,False,134.45274356818538,1,134.45274356818538,
25,2021-05-12 11:20:00+05:30,141.4,143.5,133.0,133.4,18450,81525,120.852,,0.12,False,140.7995063736764,-1,,140.7995063736764
26,2021-05-12 11:25:00+05:30,133.4,134.6,131.15,131.8,5925,81750,123.58176,,0.12,False,135.20472515990986,-1,,135.20472515990986
27,2021-05-12 11:30:00+05:30,131.8,137.5,130.35,130.8,15450,82275,125.98394880000001,,0.12,False,135.20472515990986,-1,,135.20472515990986
28,2021-05-12 11:35:00+05:30,130.8,132.35,128.0,128.35,11775,82650,,143.6,0.12,True,132.3337600761343,-1,,132.3337600761343
29,2021-05-12 11:40:00+05:30,130.0,131.35,128.0,129.6,5700,83775,,142.664,0.06,False,131.66730455274273,-1,,131.66730455274273
30,2021-05-12 11:45:00+05:30,129.6,129.95,125.55,127.3,9450,84375,,141.78415999999999,0.06,False,129.64544674573594,-1,,129.64544674573594
31,2021-05-12 11:50:00+05:30,127.3,129.2,124.6,127.6,11100,85125,,139.83606079999998,0.12,False,128.72127701886453,-1,,128.72127701886453
32,2021-05-12 11:55:00+05:30,127.6,129.0,124.6,125.65,6450,85050,,137.093569856,0.18,False,128.54922094801697,-1,,128.54922094801697
33,2021-05-12 12:00:00+05:30,125.65,128.5,123.5,125.95,7275,84750,,134.84472728192,0.18,False,127.71342845900425,-1,,127.71342845900425
34,2021-05-12 12:05:00+05:30,125.95,125.95,112.0,112.0,18450,86325,,132.575781825536,0.2,False,121.04311968862885,-1,,121.04311968862885
35,2021-05-12 12:10:00+05:30,110.9,115.1,110.0,110.0,9750,88200,,128.5,0.2,False,114.54094526239928,-1,,114.54094526239928
36,2021-05-12 12:15:00+05:30,110.0,115.35,109.7,113.1,16725,92775,,125.95,0.2,False,114.4735259407141,-1,,114.4735259407141
37,2021-05-12 12:20:00+05:30,113.1,115.5,110.95,112.65,3900,95700,,122.7,0.2,False,114.4735259407141,-1,,114.4735259407141
38,2021-05-12 12:25:00+05:30,112.65,112.65,104.05,105.9,7350,95925,,120.10000000000001,0.2,False,110.31733042595535,-1,,110.31733042595535
39,2021-05-12 12:30:00+05:30,105.9,109.0,105.7,108.55,4950,96225,,116.89,0.2,False,109.17741803914087,-1,,109.17741803914087
40,2021-05-12 12:35:00+05:30,108.55,110.5,106.0,106.3,6075,97425,,114.322,0.2,False,109.17741803914087,-1,,109.17741803914087
