,date,open,high,low,close,volume,oi,SUPERT_7_0.4,SUPERTd_7_0.4,SUPERTl_7_0.4,SUPERTs_7_0.4,SMA_44,VWAP_D,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-08-17 09:45:00+05:30,280.1,280.1,280.1,280.1,50,50,0.0,1,,,,280.1,,,0.02,0
1,2021-08-17 10:15:00+05:30,280.1,280.1,280.1,280.1,0,50,,1,,,,280.1,178.4,,0.02,0
2,2021-08-17 10:45:00+05:30,280.1,280.1,260.7,261.45,100,150,,1,,,,271.6444444444445,180.434,,0.02,0
3,2021-08-17 11:15:00+05:30,261.45,276.65,261.45,276.65,50,200,,1,,,,271.62916666666666,182.42732,,0.02,0
4,2021-08-17 11:45:00+05:30,276.65,276.65,276.65,276.65,0,200,,1,,,,271.62916666666666,184.3807736,,0.02,0
5,2021-08-17 12:15:00+05:30,276.65,276.65,276.65,276.65,0,200,,1,,,,271.62916666666666,186.295158128,,0.02,0
6,2021-08-17 12:45:00+05:30,276.65,325.45,276.65,325.45,25,200,,1,,,,275.8018518518519,188.17125496544,,0.04,0
7,2021-08-17 13:15:00+05:30,325.45,325.45,325.45,325.45,0,200,320.6842857142857,1,320.6842857142857,,,275.8018518518519,193.6624047668224,,0.04,0
8,2021-08-17 13:45:00+05:30,325.45,325.45,277.75,285.95,125,200,308.410612244898,-1,,308.410612244898,,283.15238095238095,198.9339085761495,,0.04,0
9,2021-08-17 14:15:00+05:30,285.95,300.15,285.95,296.7,50,250,299.6990962099125,-1,,299.6990962099125,,284.5416666666667,203.99455223310352,,0.04,0
10,2021-08-17 14:45:00+05:30,296.7,296.7,236.15,241.0,150,200,275.5842253227822,-1,,275.5842253227822,,277.28939393939396,208.85277014377937,,0.04,0
11,2021-08-17 15:15:00+05:30,241.0,241.0,212.75,212.75,50,175,236.34005027667044,-1,,236.34005027667044,,272.6958333333334,,325.45,0.02,1
12,2021-08-18 09:15:00+05:30,179.8,200.5,169.25,186.35,250,300,195.47361452286037,-1,,195.47361452286037,,185.36666666666667,,323.19599999999997,0.04,0
13,2021-08-18 09:45:00+05:30,186.35,193.3,184.3,188.0,125,375,195.47361452286037,-1,,195.47361452286037,,186.42222222222225,,317.03815999999995,0.04,0
14,2021-08-18 10:15:00+05:30,188.0,193.0,171.9,193.0,750,900,191.88326781271374,-1,,191.88326781271374,,186.11851851851853,,311.12663359999993,0.04,0
15,2021-08-18 10:45:00+05:30,193.0,193.0,175.7,187.4,100,1000,191.88326781271374,-1,,191.88326781271374,,186.05714285714285,,305.4515682559999,0.04,0
16,2021-08-18 11:15:00+05:30,187.4,204.3,187.4,197.55,200,1175,187.10637466821032,1,187.10637466821032,,,187.5111111111111,,300.0035055257599,0.04,0
17,2021-08-18 11:45:00+05:30,197.55,208.4,190.0,205.0,425,1450,190.65403542989455,1,190.65403542989455,,,190.64054054054054,,294.7733653047295,0.04,0
18,2021-08-18 12:15:00+05:30,205.0,225.3,194.85,217.05,1500,2700,201.00988751133818,1,201.00988751133818,,,200.38358208955225,,289.7524306925403,0.04,0
19,2021-08-18 12:45:00+05:30,217.05,274.8,217.05,251.8,400,2525,234.85490358114703,1,234.85490358114703,,,205.45022222222224,,284.9323334648387,0.04,0
20,2021-08-18 13:15:00+05:30,251.8,274.1,246.4,274.1,475,2625,249.1784887838403,1,249.1784887838403,,,212.1301775147929,,280.3050401262451,0.04,0
21,2021-08-18 13:45:00+05:30,274.1,276.0,249.0,276.0,100,2625,251.46727610043453,1,251.46727610043453,,,213.39884393063585,169.25,,0.02,1
22,2021-08-18 14:15:00+05:30,276.0,320.65,260.3,319.95,575,2625,277.56980808608677,1,277.56980808608677,,,223.59642857142856,171.385,,0.04,0
23,2021-08-18 14:45:00+05:30,319.95,376.55,268.75,275.7,4475,3075,339.87159306906847,-1,,339.87159306906847,,263.40773333333334,177.35559999999998,,0.06,0
24,2021-08-18 15:15:00+05:30,275.7,330.55,275.7,325.0,875,3225,321.02065120205873,-1,,321.02065120205873,,267.4206910569106,189.30726399999998,,0.06,0
25,2021-08-20 09:15:00+05:30,620.15,644.4,444.6,479.95,52525,14375,510.9094418268068,1,510.9094418268068,,,522.9833333333333,200.54182815999997,,0.08,0
26,2021-08-20 09:45:00+05:30,480.0,510.5,427.95,487.0,73375,21800,502.73404986273704,-1,,502.73404986273704,,495.1058842997088,236.05048190719998,,0.08,0
27,2021-08-20 10:15:00+05:30,487.0,565.0,463.0,524.7,67000,18525,479.4493858319397,1,479.4493858319397,,,502.9071928460342,268.71844335462396,,0.08,0
28,2021-08-20 10:45:00+05:30,524.7,608.2,507.45,563.85,32875,21100,522.4530449988055,1,522.4530449988055,,,511.1961835160374,298.77296788625404,,0.08,0
29,2021-08-20 11:15:00+05:30,563.85,563.85,460.6,503.0,22950,19825,548.4438185724525,-1,,548.4438185724525,,511.00738097631256,326.4231304553537,,0.08,0
30,2021-08-20 11:45:00+05:30,503.0,535.0,486.9,516.8,12600,20800,544.7432730621022,-1,,544.7432730621022,,511.09863516056,351.8612800189254,,0.08,0
31,2021-08-20 12:15:00+05:30,516.8,543.0,484.85,498.9,12675,19800,544.7432730621022,-1,,544.7432730621022,,510.99769920924575,375.26437761741136,,0.08,0
32,2021-08-20 12:45:00+05:30,498.9,580.75,498.9,551.8,16200,21525,507.47198305641484,1,507.47198305641484,,,512.8297711348496,396.79522740801843,,0.08,0
33,2021-08-20 13:15:00+05:30,551.8,587.85,502.95,559.25,13600,21500,512.8174140483555,1,512.8174140483555,,,514.4944906188282,416.60360921537693,,0.08,0
34,2021-08-20 13:45:00+05:30,559.25,607.5,520.0,529.55,11875,21125,530.8220691843047,1,530.8220691843047,,,515.9185317177477,434.82732047814676,,0.08,0
35,2021-08-20 14:15:00+05:30,529.55,532.5,459.95,514.65,21600,22250,528.5946549848817,-1,,528.5946549848817,,515.0506337558372,451.593134839895,,0.08,0
36,2021-08-20 14:45:00+05:30,514.65,534.7,483.35,515.2,13325,20325,528.5946549848817,-1,,528.5946549848817,,514.8998514451416,459.95,,0.08,0
37,2021-08-20 15:15:00+05:30,515.2,532.9,498.3,509.05,10450,18175,528.5946549848817,-1,,528.5946549848817,,514.8569230946775,459.95,,0.08,0
38,2021-08-23 09:15:00+05:30,321.85,428.95,321.85,416.6,79825,28675,410.3320276289634,-1,,410.3320276289634,,389.1333333333334,,644.4,0.02,1
39,2021-08-23 09:45:00+05:30,416.6,488.05,397.35,452.4,57225,30150,407.57540488946,1,407.57540488946,,,412.85007904657675,,637.949,0.02,0
40,2021-08-23 10:15:00+05:30,456.0,543.7,438.9,515.75,52475,31200,455.2046327623942,1,455.2046327623942,,,436.8275535329552,,631.6270199999999,0.02,0
41,2021-08-23 10:45:00+05:30,515.75,617.0,515.75,580.2,34700,27650,529.6503995106236,1,529.6503995106236,,,457.5888672092765,,625.4314795999999,0.02,0
42,2021-08-23 11:15:00+05:30,580.2,591.35,530.0,554.05,8900,27875,529.6503995106236,1,529.6503995106236,,,461.44007327971406,,619.3598500079999,0.02,0
