,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SMA_5,SMA_14,SMA_28,WMA_14,SMA_44,VWAP_D,RSI_14,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-08-11 09:15:00+05:30,126.5,131.55,107.25,118.0,2775,58700,0.0,1,,,,,,,,118.93333333333334,,,,0.02,0
1,2021-08-11 09:45:00+05:30,125.2,125.2,100.9,108.5,5575,58775,,1,,,,,,,,113.99261477045908,,,131.55,0.04,0
2,2021-08-11 10:15:00+05:30,107.75,111.3,96.45,96.45,3875,59575,,1,,,,,,,,110.00109066121335,,,131.55,0.06,0
3,2021-08-11 10:45:00+05:30,96.45,100.0,89.05,91.5,3350,60175,,1,,,,,,,,106.45548421615837,,,129.44400000000002,0.08,0
4,2021-08-11 11:15:00+05:30,91.5,93.0,88.15,93.0,5650,61100,,1,,,101.49,,,,,102.44334511189635,,,126.21248000000001,0.1,0
5,2021-08-11 11:45:00+05:30,92.75,93.5,89.7,93.5,2375,60775,,1,,,96.59,,,,,101.415854519774,,,122.40623200000002,0.1,0
6,2021-08-11 12:15:00+05:30,91.9,97.0,91.65,93.6,2900,59625,,1,,,93.60999999999999,,,,,100.61342767295596,,,118.98060880000001,0.1,0
7,2021-08-11 12:45:00+05:30,93.6,96.0,92.15,92.15,625,59425,84.36785714285715,1,84.36785714285715,,92.75,,,,,100.44798771121351,,,115.89754792000001,0.1,0
8,2021-08-11 13:15:00+05:30,92.15,103.2,92.15,103.2,2200,59450,87.77602040816328,1,87.77602040816328,,95.09,,,,,100.37811878374538,,,113.12279312800001,0.1,0
9,2021-08-11 13:45:00+05:30,103.2,104.45,97.7,101.6,1375,59825,91.62587463556852,1,91.62587463556852,,96.80999999999999,,,,,100.41716883821931,,,110.62551381520001,0.1,0
10,2021-08-11 14:15:00+05:30,101.6,101.6,94.55,97.5,2525,60725,91.62587463556852,1,91.62587463556852,,97.60999999999999,,,,,100.22460496613994,,,108.37796243368001,0.1,0
11,2021-08-11 14:45:00+05:30,97.5,100.0,93.55,93.55,1475,60125,91.62587463556852,1,91.62587463556852,,97.6,,,,,100.0322766570605,,,106.355166190312,0.1,0
12,2021-08-11 15:15:00+05:30,93.55,95.2,91.8,93.05,2275,60475,91.62587463556852,1,91.62587463556852,,97.77999999999999,,,,,99.62112914131168,,,104.53464957128081,0.1,0
13,2021-08-12 09:15:00+05:30,105.1,106.2,87.35,98.5,725,60475,91.62587463556852,1,91.62587463556852,,96.83999999999999,98.14999999999999,,96.54571428571428,,97.35,,87.35,,0.02,1
14,2021-08-12 09:45:00+05:30,96.45,99.5,87.0,95.8,1150,60975,91.62587463556852,1,91.62587463556852,,95.67999999999998,96.5642857142857,,96.23238095238095,,95.35666666666667,31.313131313131308,,106.2,0.02,1
15,2021-08-12 10:15:00+05:30,93.0,110.0,93.0,95.0,975,60950,91.62587463556852,1,91.62587463556852,,95.17999999999998,95.6,,96.02380952380952,,96.71710526315789,30.865458258871577,87.0,,0.02,1
16,2021-08-12 10:45:00+05:30,95.0,95.0,88.6,93.15,500,61100,91.62587463556852,1,91.62587463556852,,95.09999999999998,95.36428571428571,,95.69714285714286,,96.05037313432835,29.80430083058368,87.0,,0.02,0
17,2021-08-12 11:15:00+05:30,93.15,93.15,85.0,85.55,700,61425,99.07083243170146,-1,,99.07083243170146,93.59999999999998,94.9392857142857,,94.38857142857144,,94.64166666666667,25.869508517195182,,110.0,0.02,1
18,2021-08-12 11:45:00+05:30,85.55,89.2,85.55,87.0,450,61525,96.46428494145839,-1,,96.46428494145839,91.29999999999998,94.51071428571427,,93.33000000000001,,93.9025,27.827249471795152,,109.5,0.02,0
19,2021-08-12 12:15:00+05:30,87.0,95.0,85.0,95.0,800,61700,96.46428494145839,-1,,96.46428494145839,91.13999999999997,94.61785714285713,,93.39523809523811,,93.56501572327045,37.616213765704856,,109.01,0.02,0
20,2021-08-12 12:45:00+05:30,95.0,98.1,94.0,96.1,1450,62750,96.46428494145839,-1,,96.46428494145839,91.35999999999997,94.79642857142856,,93.59285714285716,,94.10240740740741,38.844463419060595,,108.52980000000001,0.02,0
21,2021-08-12 13:15:00+05:30,96.1,100.75,95.25,98.75,5900,64500,89.9388176461953,1,89.9388176461953,,92.47999999999998,95.26785714285712,,94.12000000000002,,96.03685770750988,41.81649013351396,,108.05920400000001,0.02,0
22,2021-08-12 13:45:00+05:30,98.75,99.65,93.05,94.0,550,64875,89.9388176461953,1,89.9388176461953,,94.16999999999997,94.61071428571427,,93.9509523809524,,96.01726641414142,38.230120763313415,,107.59801992000001,0.02,0
23,2021-08-12 14:15:00+05:30,93.0,96.35,92.5,94.8,1025,65175,89.9388176461953,1,89.9388176461953,,95.72999999999998,94.12499999999999,,93.97619047619051,,95.91154071470416,39.176274089334335,,107.14605952160001,0.02,0
24,2021-08-12 14:45:00+05:30,94.8,100.0,92.2,98.2,2500,66625,89.9388176461953,1,89.9388176461953,,96.36999999999998,94.17499999999998,,94.51952380952383,,96.04434479322371,43.16105449942364,,106.703138331168,0.02,0
25,2021-08-12 15:15:00+05:30,98.2,104.55,97.15,99.95,2375,67625,93.48869540585969,1,93.48869540585969,,97.13999999999997,94.63214285714285,,95.28952380952383,,96.60460296684118,45.15278143458613,,106.26907556454465,0.02,0
26,2021-08-13 09:15:00+05:30,109.35,119.25,108.55,113.0,6000,71100,104.83316749073688,1,104.83316749073688,,99.98999999999998,96.05714285714285,,97.73857142857143,,113.6,57.1977902406785,85.0,,0.02,1
27,2021-08-13 09:45:00+05:30,113.0,113.0,100.4,100.4,7700,76525,116.27157072222553,-1,,116.27157072222553,101.26999999999998,96.19285714285715,97.17142857142856,98.31761904761908,,108.54160583941606,46.56480882973087,85.685,,0.02,0
28,2021-08-13 10:15:00+05:30,100.4,103.1,94.85,98.05,6175,78575,108.35777490476474,-1,,108.35777490476474,101.91999999999999,96.35357142857143,96.45892857142857,98.56523809523812,,105.47354297693921,44.888727461801714,86.3563,,0.02,0
29,2021-08-13 10:45:00+05:30,98.05,102.15,97.75,101.0,3300,81475,108.35777490476474,-1,,108.35777490476474,102.47999999999998,96.78214285714286,96.19107142857142,99.18476190476191,,104.73685724559512,47.446027361930646,87.01417400000001,,0.02,0
30,2021-08-13 11:15:00+05:30,101.0,108.1,100.0,107.35,4350,83775,108.35777490476474,-1,,108.35777490476474,103.95999999999997,97.79642857142856,96.58035714285714,100.59380952380953,,104.80214956100515,52.55005830184747,87.65889052000001,,0.02,0
31,2021-08-13 11:45:00+05:30,107.35,113.8,104.45,105.4,3000,83750,108.35777490476474,-1,,108.35777490476474,102.43999999999997,99.21428571428571,97.07678571428572,101.60761904761905,,105.10496860496862,50.9147598819089,88.29071270960002,,0.02,0
32,2021-08-13 12:15:00+05:30,105.55,111.25,105.0,111.25,900,83750,99.77667585315488,1,99.77667585315488,,104.60999999999997,100.94642857142857,97.72857142857143,103.21238095238097,,105.22129408644923,55.39886386260654,88.90989845540801,,0.02,0
33,2021-08-13 12:45:00+05:30,111.25,113.0,105.95,106.55,975,83900,101.31215073127561,1,101.31215073127561,,106.30999999999997,101.77142857142857,98.19464285714287,103.95952380952383,,105.31995884773663,51.34084170034912,89.51670048629985,,0.02,0
34,2021-08-13 13:15:00+05:30,106.55,106.55,95.45,99.5,1625,84075,109.58244223033519,-1,,109.58244223033519,106.00999999999996,102.01428571428572,98.40535714285716,103.6566666666667,,105.0897624295861,45.908550085330816,90.11136647657386,,0.02,0
35,2021-08-13 13:45:00+05:30,99.6,108.05,99.6,107.55,2625,84150,109.58244223033519,-1,,109.58244223033519,106.04999999999995,102.64285714285714,98.95535714285715,104.39476190476194,,105.0881082310141,52.13613049443857,90.69413914704239,,0.02,0
36,2021-08-13 14:15:00+05:30,107.55,113.95,103.6,113.95,5175,84675,99.94402203485579,1,99.94402203485579,,107.75999999999996,104.06785714285715,99.33928571428574,105.90238095238097,,105.75772066148636,56.43088403106567,91.26525636410155,,0.02,0
37,2021-08-13 14:45:00+05:30,115.0,119.35,110.55,116.75,6875,85625,106.1234474584478,1,106.1234474584478,,108.85999999999997,105.63571428571429,99.88035714285716,107.59333333333335,,107.14010095824779,58.19809834331613,91.82495123681952,,0.04,0
38,2021-08-13 15:15:00+05:30,116.75,122.3,116.6,117.95,4750,87575,111.07009782152669,1,111.07009782152669,,111.13999999999996,107.04642857142858,100.6107142857143,109.2352380952381,,108.18962425943249,58.966271888595024,92.92595318734674,,0.06,0
39,2021-08-16 09:15:00+05:30,92.7,123.25,82.7,108.7,7725,86825,115.95063043869139,-1,,115.95063043869139,112.97999999999998,107.67142857142858,101.15178571428571,109.4557142857143,,104.88333333333331,51.1616320336143,,123.25,0.02,1
