,date,open,high,low,close,volume,oi,PSARl_0.06_0.2,PSARs_0.06_0.2,PSARaf_0.06_0.2,PSARr_0.06_0.2
0,2021-04-28 09:15:00+05:30,247.05,247.05,235.05,235.05,1800,18000,,,0.06,False
1,2021-04-28 09:20:00+05:30,235.05,236.25,224.95,224.95,1950,17775,,,0.06,False
2,2021-04-28 09:25:00+05:30,224.95,229.2,224.1,224.1,900,17925,,247.05,0.06,True
3,2021-04-28 09:30:00+05:30,224.1,226.85,224.1,226.0,975,18075,,245.673,0.06,False
4,2021-04-28 09:35:00+05:30,226.0,233.3,226.0,233.3,1275,17850,,244.37862,0.06,False
5,2021-04-28 09:40:00+05:30,233.3,233.3,226.55,227.3,600,17775,,243.1619028,0.06,False
6,2021-04-28 09:45:00+05:30,227.3,228.3,218.7,218.7,1725,18000,,242.018188632,0.06,False
7,2021-04-28 09:50:00+05:30,218.7,222.25,218.7,222.25,225,18450,,239.22000599616,0.12,False
8,2021-04-28 09:55:00+05:30,222.25,225.85,222.25,225.85,375,18525,,236.7576052766208,0.12,False
9,2021-04-28 10:00:00+05:30,225.85,227.65,225.55,226.3,600,18150,,234.5906926434263,0.12,False
10,2021-04-28 10:05:00+05:30,226.3,226.3,223.35,224.0,300,17700,,232.68380952621516,0.12,False
11,2021-04-28 10:10:00+05:30,224.0,224.0,222.55,223.5,525,17625,,231.00575238306934,0.12,False
12,2021-04-28 10:15:00+05:30,223.5,227.5,223.5,227.5,525,17625,,229.52906209710102,0.12,False
13,2021-04-28 10:20:00+05:30,227.5,231.65,227.3,231.65,1800,17550,218.7,,0.12,True
14,2021-04-28 10:25:00+05:30,231.65,232.55,230.0,232.05,1425,19275,219.47699999999998,,0.06,False
15,2021-04-28 10:30:00+05:30,232.05,232.05,224.05,224.05,375,19125,221.04575999999997,,0.12,False
16,2021-04-28 10:35:00+05:30,224.05,227.65,224.0,224.0,225,19200,222.42626879999997,,0.12,False
17,2021-04-28 10:40:00+05:30,224.0,224.0,214.8,214.8,1275,19200,,232.55,0.12,True
18,2021-04-28 10:45:00+05:30,212.9,213.2,210.7,210.7,1350,19125,,231.485,0.06,False
19,2021-04-28 10:50:00+05:30,210.7,213.15,210.7,213.15,600,19275,,228.9908,0.12,False
20,2021-04-28 10:55:00+05:30,213.15,213.15,210.75,213.0,300,19725,,226.795904,0.12,False
21,2021-04-28 11:00:00+05:30,213.0,215.05,212.0,213.3,600,19725,,224.86439552000002,0.12,False
22,2021-04-28 11:05:00+05:30,213.3,213.3,207.45,209.1,1500,20175,,223.1646680576,0.12,False
23,2021-04-28 11:10:00+05:30,209.1,212.5,209.1,212.5,300,20925,,220.336027807232,0.18,False
24,2021-04-28 11:15:00+05:30,212.5,216.05,212.5,214.05,1200,20850,,218.01654280193023,0.18,False
25,2021-04-28 11:20:00+05:30,214.05,214.05,210.4,212.0,225,20400,,216.11456509758278,0.18,False
26,2021-04-28 11:25:00+05:30,212.0,216.8,211.15,216.8,900,20475,207.45,,0.18,True
27,2021-04-28 11:30:00+05:30,216.8,218.0,214.8,214.8,525,20400,208.011,,0.06,False
28,2021-04-28 11:35:00+05:30,214.8,217.8,214.8,217.8,150,19725,209.20968,,0.12,False
29,2021-04-28 11:40:00+05:30,217.8,217.8,213.3,215.55,375,19575,210.2645184,,0.12,False
30,2021-04-28 11:45:00+05:30,215.55,215.55,207.95,209.55,1200,19800,,218.0,0.12,True
31,2021-04-28 11:50:00+05:30,209.55,211.95,209.55,211.95,225,19725,,217.8,0.06,False
32,2021-04-28 11:55:00+05:30,211.95,211.95,210.0,210.0,375,19725,,217.209,0.06,False
33,2021-04-28 12:00:00+05:30,210.0,212.0,208.6,212.0,225,19425,,216.65346,0.06,False
34,2021-04-28 12:05:00+05:30,212.0,212.0,205.7,205.8,525,19425,,216.1312524,0.06,False
35,2021-04-28 12:10:00+05:30,205.8,206.7,203.7,205.5,1575,19875,,214.87950211199998,0.12,False
36,2021-04-28 12:15:00+05:30,205.5,206.8,201.55,202.9,2175,19950,,212.86719173184,0.18,False
37,2021-04-28 12:20:00+05:30,202.9,202.9,198.0,198.0,2925,20400,,210.603753385472,0.2,False
38,2021-04-28 12:25:00+05:30,197.2,201.5,194.6,197.7,9150,23625,,208.0830027083776,0.2,False
39,2021-04-28 12:30:00+05:30,197.7,197.7,192.0,194.0,3975,25425,,205.38640216670208,0.2,False
40,2021-04-28 12:35:00+05:30,194.05,195.2,192.0,193.0,3150,27750,,202.70912173336166,0.2,False
41,2021-04-28 12:40:00+05:30,193.0,193.0,182.55,184.75,7200,29475,,200.56729738668932,0.2,False
42,2021-04-28 12:45:00+05:30,184.75,187.85,184.0,184.5,5400,34275,,196.96383790935147,0.2,False
43,2021-04-28 12:50:00+05:30,184.5,186.15,182.35,182.5,3375,32925,,194.08107032748117,0.2,False
44,2021-04-28 12:55:00+05:30,182.5,185.0,182.0,185.0,8700,33900,,191.73485626198493,0.2,False
45,2021-04-28 13:00:00+05:30,185.0,187.95,184.0,186.0,8325,37350,,189.78788500958794,0.2,False
46,2021-04-28 13:05:00+05:30,186.0,186.0,179.2,182.75,16575,42075,,188.23030800767035,0.2,False
47,2021-04-28 13:10:00+05:30,182.75,183.95,174.6,174.6,12000,46875,,187.95,0.2,False
48,2021-04-28 13:15:00+05:30,174.6,177.3,173.85,175.5,9600,49650,,186.0,0.2,False
49,2021-04-28 13:20:00+05:30,175.5,178.0,173.75,178.0,8850,51600,,183.95,0.2,False
50,2021-04-28 13:25:00+05:30,178.0,184.85,178.0,181.3,11025,52950,173.75,,0.2,True
51,2021-04-28 13:30:00+05:30,181.3,183.0,178.0,180.6,5325,54675,173.75,,0.06,False
52,2021-04-28 13:35:00+05:30,180.6,183.0,179.2,181.25,6450,57525,174.416,,0.06,False
53,2021-04-28 13:40:00+05:30,181.25,183.75,181.0,182.55,11475,59625,175.04204,,0.06,False
54,2021-04-28 13:45:00+05:30,182.55,185.75,181.85,185.7,10950,65475,175.6305176,,0.06,False
55,2021-04-28 13:50:00+05:30,185.7,186.4,175.05,176.7,8775,67425,,185.75,0.12,True
56,2021-04-28 13:55:00+05:30,176.7,178.95,169.05,170.7,13800,71700,,186.4,0.06,False
57,2021-04-28 14:00:00+05:30,170.7,176.0,170.3,175.3,6150,74925,,186.4,0.12,False
58,2021-04-28 14:05:00+05:30,175.3,175.3,172.0,173.55,8850,77625,,184.318,0.12,False
59,2021-04-28 14:10:00+05:30,173.55,173.55,166.75,170.0,9675,78525,,182.48584000000002,0.12,False
