,date,open,high,low,close,volume,oi,PSARl_0.06_0.2,PSARs_0.06_0.2,PSARaf_0.06_0.2,PSARr_0.06_0.2,SUPERT_7_0.3,SUPERTd_7_0.3,SUPERTl_7_0.3,SUPERTs_7_0.3
0,2021-05-04 09:15:00+05:30,49.15,54.1,49.15,54.0,542300,2652000,,,0.06,False,0.0,1,,
1,2021-05-04 09:20:00+05:30,54.1,55.45,51.45,52.55,442850,2653700,,,0.06,False,,1,,
2,2021-05-04 09:25:00+05:30,52.55,53.5,50.15,50.95,253300,2652850,,54.1,0.06,True,,1,,
3,2021-05-04 09:30:00+05:30,51.0,53.2,49.8,53.0,334900,2653700,,55.45,0.06,False,,1,,
4,2021-05-04 09:35:00+05:30,53.0,53.15,47.0,47.55,489600,2653700,,54.772000000000006,0.12,False,,1,,
5,2021-05-04 09:40:00+05:30,47.3,49.15,46.25,46.35,255850,2653700,,53.37304,0.18,False,,1,,
6,2021-05-04 09:45:00+05:30,46.0,48.0,44.8,48.0,171700,2653700,,53.15,0.2,False,45.23345166636927,1,45.23345166636927,
7,2021-05-04 09:50:00+05:30,48.0,49.1,48.0,48.8,97750,2653700,,51.48,0.2,False,47.55209360653189,1,47.55209360653189,
8,2021-05-04 09:55:00+05:30,48.8,50.95,47.65,50.7,87550,2652000,44.8,,0.2,True,48.30359905371633,1,48.30359905371633,
9,2021-05-04 10:00:00+05:30,50.95,52.6,50.0,50.0,155550,2652000,45.169,,0.06,False,50.342933296334245,1,50.342933296334245,
10,2021-05-04 10:05:00+05:30,50.0,50.25,47.9,48.5,80750,2652000,46.060719999999996,,0.12,False,49.987965560493286,-1,,49.987965560493286
11,2021-05-04 10:10:00+05:30,48.5,49.65,47.0,49.65,85850,2652000,46.8454336,,0.12,False,49.2179684444377,-1,,49.2179684444377
12,2021-05-04 10:15:00+05:30,49.4,50.5,48.7,49.9,55250,2652000,47.0,,0.12,False,48.76531183390602,1,48.76531183390602,
13,2021-05-04 10:20:00+05:30,49.7,50.0,48.25,48.25,51000,2652000,47.0,,0.12,False,49.90966743703625,-1,,49.90966743703625
14,2021-05-04 10:25:00+05:30,48.25,49.55,47.85,49.15,27200,2652000,47.672,,0.12,False,49.44111602367492,-1,,49.44111602367492
15,2021-05-04 10:30:00+05:30,49.1,50.5,49.0,49.7,54400,2652000,47.85,,0.12,False,49.054329832536084,1,49.054329832536084,
16,2021-05-04 10:35:00+05:30,49.7,50.0,48.8,49.65,34850,2652850,47.85,,0.12,False,49.054329832536084,1,49.054329832536084,
17,2021-05-04 10:40:00+05:30,49.65,51.5,48.75,51.3,66300,2617150,48.42,,0.12,False,49.45346165094074,1,49.45346165094074,
18,2021-05-04 10:45:00+05:30,51.3,52.0,50.4,50.4,77350,2623100,48.75,,0.12,False,50.55736962883366,1,50.55736962883366,
19,2021-05-04 10:50:00+05:30,50.4,50.7,49.6,50.0,33150,2620550,48.75,,0.12,False,50.7458241850745,-1,,50.7458241850745
20,2021-05-04 10:55:00+05:30,50.0,51.55,49.85,50.35,61200,2618000,49.212,,0.12,False,50.7458241850745,-1,,50.7458241850745
21,2021-05-04 11:00:00+05:30,50.35,51.0,50.0,50.45,38250,2598450,49.6,,0.12,False,50.7458241850745,-1,,50.7458241850745
