,date,open,high,low,close,volume,oi,PSARl_0.06_0.2,PSARs_0.06_0.2,PSARaf_0.06_0.2,PSARr_0.06_0.2,SUPERT_7_0.3,SUPERTd_7_0.3,SUPERTl_7_0.3,SUPERTs_7_0.3
0,2021-05-04 09:15:00+05:30,742.85,757.25,691.0,720.6,6875,34725,,,0.06,False,0.0,1,,
1,2021-05-04 09:20:00+05:30,713.85,732.9,667.15,703.55,7000,35875,,,0.06,False,,1,,
2,2021-05-04 09:25:00+05:30,710.05,770.75,703.55,720.1,3325,36875,,757.25,0.06,True,,1,,
3,2021-05-04 09:30:00+05:30,720.1,749.35,681.7,682.05,2375,36875,,770.75,0.06,False,,1,,
4,2021-05-04 09:35:00+05:30,669.0,701.35,652.9,692.0,7175,36875,,770.75,0.12,False,,1,,
5,2021-05-04 09:40:00+05:30,692.0,783.9,687.8,773.75,6050,36875,652.9,,0.18,True,,1,,
6,2021-05-04 09:45:00+05:30,775.7,922.15,773.75,809.1,10500,36875,652.9,,0.06,False,159.74462681679964,1,159.74462681679964,
7,2021-05-04 09:50:00+05:30,809.1,812.0,760.05,792.1,2675,36875,685.21,,0.12,False,179.13535572073238,1,179.13535572073238,
8,2021-05-04 09:55:00+05:30,792.1,792.95,675.05,675.05,5150,36875,,922.15,0.12,True,197.73250257704876,1,197.73250257704876,
9,2021-05-04 10:00:00+05:30,675.05,702.15,624.85,643.35,6250,36875,,907.324,0.06,False,219.3298841247808,1,219.3298841247808,
10,2021-05-04 10:05:00+05:30,643.35,675.4,631.0,637.05,5275,36875,,873.42712,0.12,False,225.67503617617282,1,225.67503617617282,
11,2021-05-04 10:10:00+05:30,637.05,685.75,637.05,678.55,3450,36875,,843.5978656,0.12,False,235.31605187360432,-1,,235.31605187360432
12,2021-05-04 10:15:00+05:30,678.55,713.8,652.05,680.6,2900,36875,,817.348121728,0.12,False,226.27622908553874,-1,,226.27622908553874
13,2021-05-04 10:20:00+05:30,680.6,693.15,651.35,693.15,4525,36875,,794.24834712064,0.12,False,226.27622908553874,-1,,226.27622908553874
