,Name,Time,LTQ,callSP,putSP
0,BATAINDIA,2021-10-27 01:52:59.573806,550,1980.0,2140.0
1,BRITANNIA,2021-10-27 01:53:09.088119,200,3700.0,3840.0
2,COLPAL,2021-10-27 01:53:17.471447,350,1800.0,1680.0
3,DABUR,2021-10-27 01:53:24.872443,1250,1800.0,585.0
4,HINDUNILVR,2021-10-27 01:53:33.581167,300,2020.0,2680.0
5,ITC,2021-10-27 01:53:42.090481,3200,237.5,248.0
6,MARICO,2021-10-27 01:53:54.168865,2000,565.0,565.0
7,NESTLEIND,2021-10-27 01:54:06.166354,50,19400.0,3840.0
