,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SMA_5,SMA_14,SMA_28,WMA_14,SMA_44,VWAP_D,RSI_14,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-10-06 12:15:00+05:30,106.0,106.0,106.0,106.0,0,0,0.0,1,,,,,,,,,,,,0.02,0
1,2021-10-06 12:45:00+05:30,106.0,154.7,106.0,154.7,1750,875,,1,,,,,,,,138.46666666666667,,106.0,,0.04,0
2,2021-10-06 13:15:00+05:30,154.7,154.7,154.7,154.7,0,875,,1,,,,,,,,138.46666666666667,,106.0,,0.04,0
3,2021-10-06 13:45:00+05:30,154.7,154.7,154.7,154.7,0,875,,1,,,,,,,,138.46666666666667,,106.0,,0.04,0
4,2021-10-06 14:15:00+05:30,154.7,154.7,154.7,154.7,0,875,,1,,,144.95999999999998,,,,,138.46666666666667,,107.948,,0.04,0
5,2021-10-06 14:45:00+05:30,154.7,154.7,154.7,154.7,125,1000,,1,,,154.7,,,,,139.54888888888888,,109.81808,,0.04,0
6,2021-10-06 15:15:00+05:30,154.7,154.7,154.7,154.7,0,1000,,1,,,154.7,,,,,139.54888888888888,,111.61335679999999,,0.04,0
7,2021-10-07 10:15:00+05:30,155.0,155.0,155.0,155.0,0,1125,148.0,1,148.0,,154.76,,,,,,,113.33682252799998,,0.06,0
8,2021-10-07 10:45:00+05:30,155.0,160.0,155.0,160.0,125,1250,150.78571428571428,1,150.78571428571428,,155.82,,,,,158.33333333333334,,115.83661317631999,,0.08,0
9,2021-10-07 11:15:00+05:30,160.0,160.0,160.0,160.0,125,1375,154.24489795918367,1,154.24489795918367,,156.87999999999997,,,,,159.16666666666669,,119.36968412221438,,0.08,0
10,2021-10-07 11:45:00+05:30,160.0,160.0,160.0,160.0,0,1375,155.067055393586,1,155.067055393586,,157.93999999999997,,,,,159.16666666666669,,122.62010939243723,,0.08,0
