,date,open,high,low,close,volume,oi,PSARl_0.06_0.2,PSARs_0.06_0.2,PSARaf_0.06_0.2,PSARr_0.06_0.2,SUPERT_7_0.3,SUPERTd_7_0.3,SUPERTl_7_0.3,SUPERTs_7_0.3
0,2021-05-05 09:15:00+05:30,52.6,53.5,45.4,47.6,589050,2822850,,,0.06,False,0.0,1,,
1,2021-05-05 09:20:00+05:30,47.75,48.9,45.05,47.5,195500,2820300,,,0.06,False,,1,,
2,2021-05-05 09:25:00+05:30,47.5,49.65,46.8,47.55,194650,2815200,,53.5,0.06,True,,1,,
3,2021-05-05 09:30:00+05:30,47.55,49.85,47.1,47.5,230350,2861950,,53.098,0.06,False,,1,,
4,2021-05-05 09:35:00+05:30,47.4,48.3,46.8,48.0,107100,2841550,,52.72012,0.06,False,,1,,
5,2021-05-05 09:40:00+05:30,47.6,49.5,47.6,49.05,96050,2817750,,52.3649128,0.06,False,,1,,
6,2021-05-05 09:45:00+05:30,49.05,49.75,47.45,49.35,163200,2834750,,52.031018032,0.06,False,47.736847925063515,1,47.736847925063515,
7,2021-05-05 09:50:00+05:30,49.35,50.6,49.15,49.25,187850,2797350,,51.717156950079996,0.06,False,49.098160208166824,1,49.098160208166824,
8,2021-05-05 09:55:00+05:30,49.25,49.6,48.25,49.6,61200,2788850,,51.4221275330752,0.06,False,49.098160208166824,1,49.098160208166824,
9,2021-05-05 10:00:00+05:30,49.4,49.6,47.0,47.5,109650,2810100,,51.144799881090684,0.06,False,49.01948191698453,-1,,49.01948191698453
10,2021-05-05 10:05:00+05:30,47.15,48.7,46.5,47.85,77350,2839000,,50.88411188822524,0.06,False,48.3090750663416,-1,,48.3090750663416
11,2021-05-05 10:10:00+05:30,47.85,48.0,47.0,47.2,34850,2836450,,50.35801846163821,0.12,False,48.139730068166934,-1,,48.139730068166934
12,2021-05-05 10:15:00+05:30,47.75,48.3,45.0,45.6,128350,2835600,,49.89505624624162,0.12,False,47.34756478241508,-1,,47.34756478241508
13,2021-05-05 10:20:00+05:30,45.6,46.1,44.5,45.75,88400,2836450,,49.01394612191813,0.18,False,45.96242379149201,-1,,45.96242379149201
14,2021-05-05 10:25:00+05:30,45.8,46.8,45.15,46.25,68850,2834750,,48.3,0.2,False,45.33912301299441,1,45.33912301299441,
15,2021-05-05 10:30:00+05:30,46.25,47.55,46.05,46.05,56100,2834750,44.5,,0.2,True,46.19314009943904,1,46.19314009943904,
16,2021-05-05 10:35:00+05:30,46.05,46.9,45.85,46.55,56100,2822850,44.683,,0.06,False,46.19314009943904,1,46.19314009943904,
17,2021-05-05 10:40:00+05:30,46.55,46.8,46.15,46.25,36550,2815200,44.855019999999996,,0.06,False,46.19314009943904,1,46.19314009943904,
18,2021-05-05 10:45:00+05:30,46.25,46.35,45.0,45.4,55250,2820300,,47.55,0.06,True,46.16575152419483,-1,,46.16575152419483
19,2021-05-05 10:50:00+05:30,45.4,45.7,44.5,44.6,62900,2816900,,47.397,0.06,False,45.57117575441142,-1,,45.57117575441142
20,2021-05-05 10:55:00+05:30,44.55,45.15,44.55,44.9,31450,2822850,,47.04936,0.12,False,45.277878722339516,-1,,45.277878722339516
