,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0,SMA_44,VWAP_D,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-07-12 12:15:00+05:30,590.5,590.5,590.5,590.5,0,0,0.0,1,,,0.0,1,,,,,,,0.02,0
1,2021-07-12 12:45:00+05:30,590.5,590.5,553.0,553.0,75,50,,1,,,,1,,,,565.5,,590.5,0.04,0
2,2021-07-12 13:15:00+05:30,553.0,553.0,553.0,553.0,0,50,,1,,,,1,,,,565.5,,590.5,0.04,0
3,2021-07-12 13:45:00+05:30,553.0,553.0,528.85,538.9,175,200,,1,,,,1,,,,547.825,,590.5,0.06,0
4,2021-07-12 14:15:00+05:30,538.9,538.9,516.9,516.9,50,200,,1,,,,1,,,,543.8930555555555,,586.801,0.08,0
5,2021-07-12 14:45:00+05:30,516.9,537.45,515.0,521.45,700,550,,1,,,,1,,,,530.41125,,581.20892,0.1,0
6,2021-07-12 15:15:00+05:30,521.45,521.45,510.0,513.05,750,1300,,1,,,,1,,,,523.735,,574.588028,0.12000000000000001,0
7,2021-07-13 09:15:00+05:30,555.8,555.8,554.55,554.55,225,1475,532.275,1,532.275,,509.37499999999994,1,509.37499999999994,,,554.9666666666666,,566.83746464,0.12000000000000001,0
8,2021-07-13 09:45:00+05:30,554.55,580.0,500.0,500.0,200,1625,571.0571428571428,-1,,571.0571428571428,602.1142857142858,-1,,602.1142857142858,,541.6490196078431,500.0,,0.02,1
9,2021-07-13 10:15:00+05:30,500.0,569.3,500.0,569.3,275,1850,571.0571428571428,-1,,571.0571428571428,602.1142857142858,-1,,602.1142857142858,,543.4369047619047,,580.0,0.02,1
10,2021-07-13 10:45:00+05:30,569.3,575.0,561.95,572.75,175,1950,535.3075072886297,1,535.3075072886297,,602.1142857142858,-1,,602.1142857142858,,548.7295238095237,,580.0,0.02,0
11,2021-07-13 11:15:00+05:30,572.75,589.8,572.75,588.0,150,1950,550.410006247397,1,550.410006247397,,602.1142857142858,-1,,602.1142857142858,,553.820325203252,500.0,,0.02,1
12,2021-07-13 11:45:00+05:30,588.0,650.05,588.0,650.05,250,2175,583.7050053549117,1,583.7050053549117,,548.3850107098233,1,548.3850107098233,,,568.6333333333332,501.796,,0.04,0
13,2021-07-13 12:15:00+05:30,650.05,650.05,559.05,650.0,725,2175,583.7050053549117,1,583.7050053549117,,548.3850107098233,1,548.3850107098233,,,587.1449999999999,507.72616,,0.04,0
