,Name,PurchaseTime,boughtPrice,secondBoughtPrice,ltpCE,ltpPE,PnL,PnLMul,CEorPE,Underlying,Bought At,strikeCE,strikePE,exitTime,pos,pos2,Exit At
0,ULTRACEMCO,2021-12-01 11:29:03.872183,,,178.55,234.65,,,,7374.85,7457.9,ULTRACEMCO21DEC7500CE,ULTRACEMCO21DEC7400PE,2021-12-01 11:33:06.496187,0,0,205
