,Name,Time,LTQ,callSP,putSP
0,COALINDIA,2021-10-27 01:56:01.860473,4200.0,175.0,210.0
1,HINDALCO,2021-10-27 01:56:09.240633,2150.0,480.0,210.0
2,JINDALSTEL,2021-10-27 01:56:15.829113,2500.0,450.0,210.0
3,JSWSTEEL,2021-10-27 01:56:22.263524,1350.0,690.0,210.0
4,NATIONALUM,2021-10-27 01:56:29.497905,17000.0,106.0,210.0
5,NMDC,2021-10-27 01:56:38.509006,6700.0,142.5,137.5
6,SAIL,2021-10-27 01:56:46.376722,9500.0,115.0,135.0
7,TATASTEEL,2021-10-27 01:56:53.256258,850.0,1340.0,1560.0
8,VEDL,2021-10-27 01:57:00.460798,3100.0,330.0,345.0
