,date,open,high,low,close,volume,oi,SUPERT_7_0.3,SUPERTd_7_0.3,SUPERTl_7_0.3,SUPERTs_7_0.3
0,2021-05-14 09:20:00+05:30,5.3,5.3,5.3,5.3,0,198050,0.0,1,,
1,2021-05-14 09:21:00+05:30,5.3,5.3,5.3,5.3,0,198050,,1,,
2,2021-05-14 09:22:00+05:30,5.3,7.5,5.3,7.5,850,198900,,1,,
3,2021-05-14 09:23:00+05:30,7.5,7.5,7.0,7.5,4250,198050,,1,,
4,2021-05-14 09:24:00+05:30,7.5,8.3,7.5,8.0,0,198050,,1,,
5,2021-05-14 09:25:00+05:30,8.1,8.1,7.75,7.75,13600,198050,,1,,
6,2021-05-14 09:26:00+05:30,7.75,7.75,7.45,7.45,5100,200600,7.425338341853581,1,7.425338341853581,
7,2021-05-14 09:27:00+05:30,7.45,7.45,7.1,7.2,5950,200600,7.435618384479528,-1,,7.435618384479528
8,2021-05-14 09:28:00+05:30,7.55,7.55,7.55,7.55,2550,200600,7.399971847420215,1,7.399971847420215,
9,2021-05-14 09:29:00+05:30,7.55,7.85,7.55,7.85,3400,199750,7.560882899141693,1,7.560882899141693,
10,2021-05-14 09:30:00+05:30,7.85,8.35,7.85,8.35,1700,199750,7.958978846419935,1,7.958978846419935,
11,2021-05-14 09:31:00+05:30,8.35,8.35,7.95,8.05,4250,199750,8.012542280069598,1,8.012542280069598,
12,2021-05-14 09:32:00+05:30,8.05,8.45,8.05,8.3,8500,196350,8.115424806235389,1,8.115424806235389,
13,2021-05-14 09:33:00+05:30,8.3,8.3,8.15,8.15,5950,196350,8.115424806235389,1,8.115424806235389,
14,2021-05-14 09:34:00+05:30,8.15,8.8,8.1,8.15,5100,196350,8.315639486291202,1,8.315639486291202,
15,2021-05-14 09:35:00+05:30,8.15,9.0,8.15,9.0,14450,192100,8.421806566419084,1,8.421806566419084,
16,2021-05-14 09:36:00+05:30,9.0,9.8,8.5,8.5,29750,192100,8.960322396041493,1,8.960322396041493,
17,2021-05-14 09:37:00+05:30,9.0,9.0,8.45,8.45,2550,192100,8.910917738875323,-1,,8.910917738875323
18,2021-05-14 09:38:00+05:30,8.45,8.45,8.0,8.25,4250,192100,8.403232965162932,-1,,8.403232965162932
19,2021-05-14 09:39:00+05:30,8.15,8.15,7.65,7.75,5950,187850,8.078497520910048,-1,,8.078497520910048
20,2021-05-14 09:40:00+05:30,7.75,7.75,7.5,7.5,5950,187850,7.788107724835637,-1,,7.788107724835637
21,2021-05-14 09:41:00+05:30,7.35,7.35,7.0,7.15,13600,181050,7.336169959030697,-1,,7.336169959030697
22,2021-05-14 09:42:00+05:30,7.15,7.15,6.8,6.95,1700,181050,7.127907257398453,-1,,7.127907257398453
23,2021-05-14 09:43:00+05:30,6.95,6.95,6.75,6.75,0,181050,6.9892981990201255,-1,,6.9892981990201255
24,2021-05-14 09:44:00+05:30,6.75,6.75,6.6,6.6,3400,181050,6.800535257126789,-1,,6.800535257126789
25,2021-05-14 09:45:00+05:30,6.6,6.6,6.6,6.6,0,181050,6.7072697427572106,-1,,6.7072697427572106
26,2021-05-14 09:46:00+05:30,6.6,6.6,6.6,6.6,0,181050,6.691703037543304,-1,,6.691703037543304
27,2021-05-14 09:47:00+05:30,6.6,6.6,6.6,6.6,850,173400,6.678425342864402,-1,,6.678425342864402
28,2021-05-14 09:48:00+05:30,6.6,6.6,6.0,6.1,1700,172550,6.393103977018824,-1,,6.393103977018824
29,2021-05-14 09:49:00+05:30,6.1,6.1,6.1,6.1,0,172550,6.179671659897548,-1,,6.179671659897548
