,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0,SMA_44,VWAP_D,RSI_14,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-07-19 09:15:00+05:30,8.5,9.8,7.7,8.9,2350,72375,0.0,1,,,0.0,1,,,,8.799999999999999,,,,0.02,0
1,2021-07-19 09:45:00+05:30,8.9,9.3,4.1,8.05,18700,71425,,1,,,,1,,,,7.334204275534443,,,177.0,0.04,0
2,2021-07-19 10:15:00+05:30,8.05,8.8,8.05,8.7,2350,70875,,1,,,,1,,,,7.452955840455841,,,170.084,0.04,0
3,2021-07-19 10:45:00+05:30,8.7,9.5,8.0,9.1,250,70825,,1,,,,1,,,,7.467899929527837,,,163.44464,0.04,0
4,2021-07-19 11:15:00+05:30,9.95,11.0,9.2,9.2,1100,70725,,1,,,,1,,,,7.571548821548822,,,157.0708544,0.04,0
5,2021-07-19 11:45:00+05:30,9.2,9.35,9.2,9.35,250,70575,,1,,,,1,,,,7.5888333333333335,,,150.952020224,0.04,0
6,2021-07-19 12:15:00+05:30,9.35,9.35,8.1,9.25,750,70525,,1,,,,1,,,,7.627022653721683,,,145.07793941504,0.04,0
7,2021-07-19 12:45:00+05:30,9.25,9.25,8.1,8.45,850,70575,6.9750000000000005,1,6.9750000000000005,,5.275,1,5.275,,,7.65811403508772,,,139.4388218384384,0.04,0
8,2021-07-19 13:15:00+05:30,8.45,8.5,8.1,8.5,450,70575,6.9750000000000005,1,6.9750000000000005,,5.275,1,5.275,,,7.6699014171287745,,,134.02526896490087,0.04,0
9,2021-07-19 13:45:00+05:30,8.5,8.5,8.1,8.1,250,70525,6.9750000000000005,1,6.9750000000000005,,5.589795918367347,1,5.589795918367347,,,7.675061050061051,,,128.82825820630484,0.04,0
10,2021-07-19 14:15:00+05:30,8.1,8.4,8.05,8.05,1100,69775,7.013483965014578,1,7.013483965014578,,5.801967930029155,1,5.801967930029155,,,7.694102112676057,,,123.83912787805265,0.04,0
11,2021-07-19 14:45:00+05:30,8.05,8.5,8.05,8.5,1000,69525,7.172271970012495,1,7.172271970012495,,6.069543940024989,1,6.069543940024989,,,7.716411564625852,,,119.04956276293055,0.04,0
12,2021-07-19 15:15:00+05:30,8.5,9.25,8.3,9.25,300,69425,7.69409026001071,1,7.69409026001071,,6.6131805200214195,1,6.6131805200214195,,,7.7287037037037045,,,114.45158025241332,0.04,0
13,2021-07-20 09:15:00+05:30,7.55,8.9,7.55,8.85,950,69075,7.69409026001071,1,7.69409026001071,,6.6131805200214195,1,6.6131805200214195,,,8.433333333333332,,,110.0375170423168,0.04,0
14,2021-07-20 09:45:00+05:30,8.85,9.0,7.85,8.55,1650,68575,7.69409026001071,1,7.69409026001071,,6.6131805200214195,1,6.6131805200214195,,,8.45448717948718,46.788990825688074,,105.80001636062413,0.04,0
15,2021-07-20 10:15:00+05:30,8.55,8.55,7.55,7.55,600,68975,9.192788640926201,-1,,9.192788640926201,6.6131805200214195,1,6.6131805200214195,,,8.347395833333332,39.06894519740718,,101.73201570619916,0.04,0
16,2021-07-20 10:45:00+05:30,7.55,8.0,6.35,6.7,19400,76675,8.390247406508172,-1,,8.390247406508172,6.6131805200214195,1,6.6131805200214195,,,7.205088495575221,33.94242507777733,,97.8267350779512,0.04,0
17,2021-07-20 11:15:00+05:30,6.7,7.1,6.45,7.0,8650,76900,7.9094977770070045,-1,,7.9094977770070045,6.6131805200214195,1,6.6131805200214195,,,7.1068,37.08049963499753,,94.07766567483316,0.04,0
18,2021-07-20 11:45:00+05:30,7.0,7.4,6.8,7.4,5000,76425,7.9094977770070045,-1,,7.9094977770070045,6.6131805200214195,1,6.6131805200214195,,,7.119655172413793,41.098330548039094,,90.47855904783982,0.04,0
19,2021-07-20 12:15:00+05:30,7.4,8.2,7.0,8.2,8750,76125,6.521593469954038,1,6.521593469954038,,6.6131805200214195,1,6.6131805200214195,,,7.251944444444445,48.22001878988133,,87.02341668592624,0.04,0
20,2021-07-20 12:45:00+05:30,8.2,9.15,7.5,9.15,4950,75925,7.164937259960603,1,7.164937259960603,,6.6131805200214195,1,6.6131805200214195,,,7.385535535535536,55.15420338159427,,83.70648001848919,0.04,0
21,2021-07-20 13:15:00+05:30,9.15,9.15,8.5,8.85,550,75875,7.7378033656805165,1,7.7378033656805165,,6.650606731361034,1,6.650606731361034,,,7.401303630363036,52.751761928947396,,80.52222081774963,0.04,0
22,2021-07-20 13:45:00+05:30,8.85,9.15,8.25,8.6,3300,75775,7.7378033656805165,1,7.7378033656805165,,6.650606731361034,1,6.650606731361034,,,7.4789188351920695,50.76721675891041,,77.46533198503964,0.04,0
23,2021-07-20 14:15:00+05:30,8.6,8.6,7.2,7.8,5600,75775,7.7378033656805165,1,7.7378033656805165,,6.650606731361034,1,6.650606731361034,,,7.515474186307519,44.94082454620482,,74.53071870563805,0.04,0
24,2021-07-20 14:45:00+05:30,7.8,7.8,7.5,7.8,1050,75725,7.7378033656805165,1,7.7378033656805165,,6.650606731361034,1,6.650606731361034,,,7.51867934932451,44.94082454620482,,71.71348995741253,0.04,0
25,2021-07-20 15:15:00+05:30,7.8,7.8,7.1,7.4,2550,75675,8.40148139861643,-1,,8.40148139861643,6.650606731361034,1,6.650606731361034,,,7.515224867724867,42.13658525176106,,69.00895035911603,0.04,0
26,2021-07-22 09:15:00+05:30,9.85,9.85,8.5,9.25,550,75625,8.009444515471632,1,8.009444515471632,,6.843889030943263,1,6.843889030943263,,,9.200000000000001,55.856157916198136,,66.41259234475139,0.04,0
27,2021-07-22 09:45:00+05:30,9.25,9.35,8.5,8.5,300,75675,8.009444515471632,1,8.009444515471632,,6.843889030943263,1,6.843889030943263,,,9.05294117647059,50.616500867263085,,63.92008865096133,0.04,0
28,2021-07-22 10:15:00+05:30,8.5,9.4,8.05,8.05,650,75675,8.009444515471632,1,8.009444515471632,,6.843889030943263,1,6.843889030943263,,,8.813333333333334,47.72380485000169,,61.52728510492288,0.04,0
29,2021-07-22 10:45:00+05:30,8.05,9.0,8.0,8.0,350,75600,9.63137021766218,-1,,9.63137021766218,6.843889030943263,1,6.843889030943263,,,8.722522522522523,47.399668188952816,,59.23019370072597,0.04,0
30,2021-07-22 11:15:00+05:30,8.0,9.05,8.0,9.05,350,75550,9.63137021766218,-1,,9.63137021766218,6.843889030943263,1,6.843889030943263,,,8.718939393939394,54.40340032616901,,57.02498595269693,0.04,0
31,2021-07-22 11:45:00+05:30,9.05,9.05,8.1,8.65,1300,75650,9.63137021766218,-1,,9.63137021766218,6.843889030943263,1,6.843889030943263,,,8.674761904761905,51.58550961781565,,54.907986514589055,0.04,0
32,2021-07-22 12:15:00+05:30,8.65,8.9,8.05,8.9,450,75550,9.535425559810587,-1,,9.535425559810587,6.843889030943263,1,6.843889030943263,,,8.668143459915614,53.21651491613218,,52.87566705400549,0.04,0
33,2021-07-22 12:45:00+05:30,8.9,9.2,8.15,9.05,1750,76100,9.535425559810587,-1,,9.535425559810587,6.843889030943263,1,6.843889030943263,,,8.708625730994154,54.213196123723705,,50.92464037184527,0.04,0
34,2021-07-22 13:15:00+05:30,9.05,9.2,8.75,9.2,450,76075,9.535425559810587,-1,,9.535425559810587,7.031109381502813,1,7.031109381502813,,,8.733604336043362,55.240117790647844,,49.05165475697146,0.04,0
35,2021-07-22 13:45:00+05:30,9.2,9.35,8.05,9.0,2150,76125,9.535425559810587,-1,,9.535425559810587,7.031109381502813,1,7.031109381502813,,,8.750803212851407,53.516626329724346,,47.2535885666926,0.04,0
36,2021-07-22 14:15:00+05:30,9.0,9.0,8.15,8.15,2100,75775,9.535425559810587,-1,,9.535425559810587,7.031109381502813,1,7.031109381502813,,,8.686698717948719,46.829390235051555,,45.52744502402489,0.04,0
37,2021-07-22 14:45:00+05:30,8.15,8.75,8.15,8.45,700,75675,9.38830958250057,-1,,9.38830958250057,7.031109381502813,1,7.031109381502813,,,8.671771771771771,49.24021007543547,,43.870347223063895,0.04,0
38,2021-07-22 15:15:00+05:30,8.45,8.45,7.55,8.0,1200,75525,8.93283678500049,-1,,8.93283678500049,7.031109381502813,1,7.031109381502813,,,8.606233062330624,45.87981228242263,,42.27953333414134,0.04,0
39,2021-07-23 09:15:00+05:30,8.2,9.65,5.8,7.65,9050,75375,8.93283678500049,-1,,8.93283678500049,7.031109381502813,1,7.031109381502813,,,7.7,43.399017145804905,,40.75235200077569,0.04,0
40,2021-07-23 09:45:00+05:30,7.65,9.8,7.6,9.55,6500,75125,7.2289362395914765,1,7.2289362395914765,,7.031109381502813,1,7.031109381502813,,,8.236441586280813,56.993759676977874,,39.28625792074466,0.04,0
41,2021-07-23 10:15:00+05:30,9.55,10.2,9.55,9.85,6950,78275,8.521231062506981,1,8.521231062506981,,7.1674621250139605,1,7.1674621250139605,,,8.74,58.68126954288988,,37.87880760391487,0.04,0
42,2021-07-23 10:45:00+05:30,9.85,9.85,8.1,8.75,3100,78625,8.521231062506981,1,8.521231062506981,,7.1674621250139605,1,7.1674621250139605,,,8.759375,50.80881717519783,,36.52765529975828,0.04,0
43,2021-07-23 11:15:00+05:30,8.75,8.9,8.45,8.45,350,79025,9.9481771785663,-1,,9.9481771785663,7.1674621250139605,1,7.1674621250139605,,8.49431818181818,8.757225433526012,48.88271589217403,,35.23054908776795,0.04,0
44,2021-07-23 11:45:00+05:30,8.45,8.45,8.15,8.15,300,79325,9.434151867342544,-1,,9.434151867342544,7.1674621250139605,1,7.1674621250139605,,8.477272727272727,8.751428571428571,46.96536151663591,,33.98532712425723,0.04,0
45,2021-07-23 12:15:00+05:30,8.15,8.95,8.15,8.7,250,79325,9.434151867342544,-1,,9.434151867342544,7.1674621250139605,1,7.1674621250139605,,8.492045454545453,8.75,50.777240766474094,,32.78991403928694,0.04,0
