,purchaseTime,boughtPrice,ltpCE,ltpPE,pnl,pnlbn,CEorPE,Underlying,Buy Threshold
0,2021-04-22 09:51:00.964644,384.85,400,385,15.149999999999977,378.74999999999943,CE,30810.6,74
