,date,open,high,low,close,volume,oi,SUPERT_6_0.2,SUPERTd_6_0.2,SUPERTl_6_0.2,SUPERTs_6_0.2
0,2021-05-17 09:15:00+05:30,369.3,379.2,359.0,359.0,2625,217575,0.0,1,,
1,2021-05-17 09:20:00+05:30,351.0,375.65,343.0,359.65,4275,218325,,1,,
2,2021-05-17 09:25:00+05:30,359.65,370.9,349.2,369.9,7125,217950,,1,,
3,2021-05-17 09:30:00+05:30,369.9,374.55,354.7,357.8,3525,218700,,1,,
4,2021-05-17 09:35:00+05:30,357.8,357.8,342.65,344.0,5775,220500,,1,,
5,2021-05-17 09:40:00+05:30,344.0,351.15,339.0,340.0,1950,221475,341.31712626083595,1,341.31712626083595,
6,2021-05-17 09:45:00+05:30,340.0,342.35,328.15,339.35,6000,222750,338.7956736253227,-1,,338.7956736253227
7,2021-05-17 09:50:00+05:30,339.35,345.0,339.35,340.0,450,223350,339.15394913153,1,339.15394913153,
8,2021-05-17 09:55:00+05:30,340.0,340.0,334.35,336.7,675,222900,339.80510846726554,-1,,339.80510846726554
9,2021-05-17 10:00:00+05:30,336.7,336.7,314.55,316.4,3525,223650,328.6128710426638,-1,,328.6128710426638
10,2021-05-17 10:05:00+05:30,316.4,321.7,312.0,312.0,2475,224850,319.63606523121234,-1,,319.63606523121234
11,2021-05-17 10:10:00+05:30,312.0,316.0,300.4,301.3,6450,227100,311.04875173452155,-1,,311.04875173452155
12,2021-05-17 10:15:00+05:30,299.65,303.2,293.0,294.05,4950,227925,300.8000627273996,-1,,300.8000627273996
13,2021-05-17 10:20:00+05:30,292.9,309.0,290.0,308.0,4650,230100,296.60112997626135,1,296.60112997626135,
14,2021-05-17 10:25:00+05:30,308.0,310.55,303.45,304.8,2925,229725,304.3647165226291,1,304.3647165226291,
15,2021-05-17 10:30:00+05:30,304.8,313.85,300.65,309.75,2625,228825,304.61388548653287,1,304.61388548653287,
16,2021-05-17 10:35:00+05:30,311.9,311.9,293.5,293.5,3750,228525,305.5183074548096,-1,,305.5183074548096
17,2021-05-17 10:40:00+05:30,293.5,294.9,285.8,294.55,4125,229500,292.99542940003795,-1,,292.99542940003795
18,2021-05-17 10:45:00+05:30,294.55,300.0,294.55,298.8,1200,230325,294.89718540800334,1,294.89718540800334,
19,2021-05-17 10:50:00+05:30,298.8,302.0,292.45,302.0,1800,229800,294.9272427260201,1,294.9272427260201,
20,2021-05-17 10:55:00+05:30,302.0,303.0,296.2,302.55,4200,231075,297.46200838498737,1,297.46200838498737,
21,2021-05-17 11:00:00+05:30,302.55,303.15,297.1,298.0,3150,231825,298.14452693347215,1,298.14452693347215,
22,2021-05-17 11:05:00+05:30,298.0,298.45,294.2,296.7,4725,232125,298.11417322954577,-1,,298.11417322954577
23,2021-05-17 11:10:00+05:30,296.7,302.0,293.0,301.0,3450,232275,295.7089993210148,1,295.7089993210148,
24,2021-05-17 11:15:00+05:30,301.0,306.8,296.3,299.05,4800,231075,299.706953862665,1,299.706953862665,
25,2021-05-17 11:20:00+05:30,299.05,300.0,292.05,292.05,1575,231900,297.8255001205241,-1,,297.8255001205241
26,2021-05-17 11:25:00+05:30,292.05,298.5,290.0,298.5,1875,232650,292.46637272681477,1,292.46637272681477,
27,2021-05-17 11:30:00+05:30,298.5,300.7,293.0,295.0,1425,231825,295.10722509577147,1,295.10722509577147,
28,2021-05-17 11:35:00+05:30,295.0,295.75,290.0,294.65,4950,233175,294.51847711026625,-1,,294.51847711026625
29,2021-05-17 11:40:00+05:30,294.65,300.2,294.65,297.6,975,234300,295.8708118910271,1,295.8708118910271,
30,2021-05-17 11:45:00+05:30,297.6,297.6,281.5,282.4,6900,233850,291.3828015244546,-1,,291.3828015244546
31,2021-05-17 11:50:00+05:30,282.4,287.8,279.1,287.0,4350,235800,285.2672892224702,-1,,285.2672892224702
32,2021-05-17 11:55:00+05:30,287.0,289.9,287.0,289.45,675,235350,286.83942961125945,1,286.83942961125945,
33,2021-05-17 12:00:00+05:30,289.45,293.0,287.65,292.0,825,235125,288.8047080855573,1,288.8047080855573,
34,2021-05-17 12:05:00+05:30,290.95,292.0,285.0,285.3,1275,235500,290.00020926214984,-1,,290.00020926214984
35,2021-05-17 12:10:00+05:30,285.3,287.6,279.25,287.6,3450,236700,284.9535476992174,-1,,284.9535476992174
36,2021-05-17 12:15:00+05:30,287.6,287.6,275.3,277.0,1125,237000,283.1339724811608,-1,,283.1339724811608
37,2021-05-17 12:20:00+05:30,277.0,282.55,273.1,275.5,3975,237150,279.5433440763344,-1,,279.5433440763344
