,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0,SMA_44,VWAP_D,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-07-15 09:15:00+05:30,1059.8,1060.85,1038.85,1038.85,1400,17000,0.0,1,,,0.0,1,,,,1046.1833333333332,,,0.02,0
1,2021-07-15 09:45:00+05:30,1038.85,1046.5,1027.85,1043.35,1300,17000,,1,,,,1,,,,1042.8370370370371,,1060.85,0.04,0
2,2021-07-15 10:15:00+05:30,1043.35,1048.0,1040.0,1040.0,100,17050,,1,,,,1,,,,1042.8309523809523,,1060.85,0.04,0
3,2021-07-15 10:45:00+05:30,1040.0,1040.0,1004.7,1004.7,200,17150,,1,,,,1,,,,1041.0733333333333,,1059.53,0.06,0
4,2021-07-15 11:15:00+05:30,1004.7,1007.8,997.1,1007.8,250,17350,,1,,,,1,,,,1038.2394871794872,,1056.2402,0.08,0
5,2021-07-15 11:45:00+05:30,1007.8,1007.8,991.45,991.45,1050,17500,,1,,,,1,,,,1028.1449612403103,,1051.508984,0.1,0
6,2021-07-15 12:15:00+05:30,991.45,994.9,991.45,994.9,250,17700,,1,,,,1,,,,1026.2551282051284,,1045.5030856,0.1,0
7,2021-07-15 12:45:00+05:30,994.9,1003.0,994.9,1003.0,50,17950,984.5857142857144,1,984.5857142857144,,970.2214285714286,1,970.2214285714286,,,1025.973007246377,,1040.09777704,0.1,0
8,2021-07-15 13:15:00+05:30,1003.0,1003.0,1003.0,1003.0,0,17950,990.6877551020408,1,990.6877551020408,,978.3755102040817,1,978.3755102040817,,,1025.973007246377,,1035.232999336,0.1,0
9,2021-07-15 13:45:00+05:30,1003.0,1003.0,973.7,973.7,100,18000,1003.0890670553936,-1,,1003.0890670553936,1017.8281341107871,-1,,1017.8281341107871,,1025.0686170212769,,1030.8546994024,0.12000000000000001,0
10,2021-07-15 14:15:00+05:30,973.7,973.7,973.7,973.7,0,18000,986.3334860474803,-1,,986.3334860474803,998.9669720949604,-1,,998.9669720949604,,1025.0686170212769,,1023.996135474112,0.12000000000000001,0
11,2021-07-15 14:45:00+05:30,973.7,1002.9,973.7,1002.9,150,18000,973.2998691021598,1,973.2998691021598,,958.2997382043196,1,958.2997382043196,,,1024.0819587628869,,1017.9605992172185,0.12000000000000001,0
12,2021-07-15 15:15:00+05:30,1002.9,1002.9,999.75,999.75,50,18000,988.0177449447085,1,988.0177449447085,,974.710489889417,1,974.710489889417,,,1023.8443877551023,,1012.6493273111523,0.12000000000000001,0
13,2021-07-16 09:15:00+05:30,995.0,995.0,972.9,972.9,300,18000,999.1919329045356,-1,,999.1919329045356,1014.4338658090713,-1,,1014.4338658090713,,980.2666666666669,,1007.975408033814,0.14,0
14,2021-07-16 09:45:00+05:30,972.9,972.9,970.1,970.35,150,17800,984.9645139181733,-1,,984.9645139181733,998.4290278363468,-1,,998.4290278363468,,977.2166666666668,,1003.0648509090801,0.16,0
15,2021-07-16 10:15:00+05:30,970.35,998.0,970.35,998.0,50,17900,968.683988070137,1,968.683988070137,,998.4290278363468,-1,,998.4290278363468,,978.3733333333334,970.1,,0.02,1
16,2021-07-16 10:45:00+05:30,998.0,998.0,997.35,997.35,50,17850,984.304132631546,1,984.304132631546,,998.4290278363468,-1,,998.4290278363468,,980.118181818182,970.1,,0.02,0
17,2021-07-16 11:15:00+05:30,997.35,997.35,992.75,992.75,50,17850,984.304132631546,1,984.304132631546,,998.4290278363468,-1,,998.4290278363468,,981.2986111111112,970.35,,0.02,0
18,2021-07-16 11:45:00+05:30,992.75,995.0,992.75,995.0,50,17900,984.304132631546,1,984.304132631546,,998.4290278363468,-1,,998.4290278363468,,982.2948717948719,970.903,,0.02,0
19,2021-07-16 12:15:00+05:30,995.0,995.0,995.0,995.0,0,17900,985.8215529108279,1,985.8215529108279,,998.4290278363468,-1,,998.4290278363468,,982.2948717948719,971.44494,,0.02,0
20,2021-07-16 12:45:00+05:30,995.0,1000.1,995.0,1000.1,50,17850,988.954188209281,1,988.954188209281,,980.358376418562,1,980.358376418562,,,983.4452380952382,971.9760411999999,,0.04,0
21,2021-07-16 13:15:00+05:30,1000.1,1010.0,1000.1,1010.0,50,17850,996.2678756079551,1,996.2678756079551,,987.4857512159102,1,987.4857512159102,,,984.9955555555557,973.100999552,,0.06,0
22,2021-07-16 13:45:00+05:30,1010.0,1023.5,1010.0,1022.1,200,17900,1007.2938933782473,1,1007.2938933782473,,997.8377867564946,1,997.8377867564946,,,992.0561403508773,975.31493957888,,0.08,0
23,2021-07-16 14:15:00+05:30,1022.1,1022.1,992.1,992.1,150,17850,1019.4909485329309,-1,,1019.4909485329309,1031.8818970658617,-1,,1031.8818970658617,,993.4257575757578,979.1697444125696,,0.08,0
24,2021-07-16 14:45:00+05:30,992.1,992.1,990.0,990.0,100,17950,1001.9708130282264,-1,,1001.9708130282264,1012.8916260564529,-1,,1012.8916260564529,,993.1986111111113,982.7161648595641,,0.08,0
25,2021-07-16 15:15:00+05:30,990.0,995.0,990.0,991.0,200,18100,1001.9708130282264,-1,,1001.9708130282264,1012.6499651912454,-1,,1012.6499651912454,,993.027380952381,985.978871670799,,0.08,0
26,2021-07-19 09:15:00+05:30,1118.0,1118.0,1080.35,1100.0,750,18200,1072.3964434894663,1,1072.3964434894663,,1045.6178869789323,1,1045.6178869789323,,,1099.45,988.980561937135,,0.1,0
27,2021-07-19 09:45:00+05:30,1100.0,1100.0,1100.0,1100.0,0,18200,1077.0469515623997,1,1077.0469515623997,,1054.0939031247992,1,1054.0939031247992,,,1099.45,990.0,,0.1,0
28,2021-07-19 10:15:00+05:30,1100.0,1100.0,1085.0,1085.0,150,18200,1077.0469515623997,1,1077.0469515623997,,1054.0939031247992,1,1054.0939031247992,,,1097.875,1002.8,,0.1,0
29,2021-07-19 10:45:00+05:30,1085.0,1085.0,1085.0,1085.0,0,18200,1077.0469515623997,1,1077.0469515623997,,1054.0939031247992,1,1054.0939031247992,,,1097.875,1014.3199999999999,,0.1,0
30,2021-07-19 11:15:00+05:30,1085.0,1085.0,1085.0,1085.0,0,18200,1077.0469515623997,1,1077.0469515623997,,1054.0939031247992,1,1054.0939031247992,,,1097.875,1024.6879999999999,,0.1,0
31,2021-07-19 11:45:00+05:30,1085.0,1085.0,1085.0,1085.0,0,18200,1077.0469515623997,1,1077.0469515623997,,1057.5221567887297,1,1057.5221567887297,,,1097.875,1034.0192,,0.1,0
32,2021-07-19 12:15:00+05:30,1085.0,1120.0,1085.0,1120.0,250,18350,1085.723781480884,1,1085.723781480884,,1068.9475629617682,1,1068.9475629617682,,,1100.1485507246375,1042.41728,,0.12000000000000001,0
33,2021-07-19 12:45:00+05:30,1120.0,1186.2,1120.0,1182.7,450,18350,1129.2632412693292,1,1129.2632412693292,,1105.4264825386583,1,1105.4264825386583,,,1117.8161458333332,1051.7272064,,0.14,0
34,2021-07-19 13:15:00+05:30,1182.7,1182.7,1155.95,1158.5,350,18100,1145.0720639451395,1,1145.0720639451395,,1120.8191278902787,1,1120.8191278902787,,,1126.413675213675,1070.5533975039998,,0.14,0
35,2021-07-19 13:45:00+05:30,1158.5,1171.65,1158.5,1170.0,300,18050,1145.0720639451395,1,1145.0720639451395,,1120.8191278902787,1,1120.8191278902787,,,1131.7874074074073,1086.7439218534398,,0.14,0
36,2021-07-19 14:15:00+05:30,1170.0,1179.8,1162.6,1178.9,300,18050,1149.3141694290819,1,1149.3141694290819,,1127.4283388581637,1,1127.4283388581637,,,1136.7261437908496,1100.6677727939582,,0.14,0
37,2021-07-19 14:45:00+05:30,1178.9,1178.9,1154.45,1154.45,100,18100,1149.3141694290819,1,1149.3141694290819,,1127.4283388581637,1,1127.4283388581637,,,1137.7025157232704,1112.642284602804,,0.14,0
38,2021-07-19 15:15:00+05:30,1154.45,1154.45,1152.0,1152.0,500,18100,1149.3141694290819,1,1149.3141694290819,,1127.4283388581637,1,1127.4283388581637,,,1140.1015873015874,1122.9403647584115,,0.14,0
39,2021-07-20 09:15:00+05:30,1200.0,1235.55,1200.0,1235.55,450,18250,1189.190774334349,1,1189.190774334349,,1160.606548668698,1,1160.606548668698,,,1223.7,1131.7967136922339,,0.16,0
40,2021-07-20 09:45:00+05:30,1235.55,1235.55,1235.55,1235.55,0,18250,1211.0492351437276,1,1211.0492351437276,,1186.5484702874553,1,1186.5484702874553,,,1223.7,1148.3972395014764,,0.16,0
41,2021-07-20 10:15:00+05:30,1235.55,1263.15,1229.0,1263.15,400,18250,1220.195772980338,1,1220.195772980338,,1194.3165459606762,1,1194.3165459606762,,,1236.907843137255,1162.3416811812401,,0.18,0
42,2021-07-20 10:45:00+05:30,1263.15,1290.0,1263.15,1285.0,450,18250,1250.557091126004,1,1250.557091126004,,1224.539182252008,1,1224.539182252008,,,1251.6108974358974,1180.4871785686169,,0.19999999999999998,0
43,2021-07-20 11:15:00+05:30,1285.0,1285.0,1280.0,1285.0,250,18500,1259.4846495365748,1,1259.4846495365748,,1236.4692990731498,1,1236.4692990731498,,1067.3761363636365,1256.7274193548387,1202.3897428548935,,0.19999999999999998,0
44,2021-07-20 11:45:00+05:30,1285.0,1285.0,1280.0,1280.0,100,18500,1262.05827103135,1,1262.05827103135,,1241.6165420626999,1,1241.6165420626999,,1072.8568181818182,1258.2388888888888,1219.9117942839148,,0.19999999999999998,0
45,2021-07-20 12:15:00+05:30,1280.0,1281.0,1262.15,1262.15,800,18450,1262.05827103135,1,1262.05827103135,,1241.6165420626999,1,1241.6165420626999,,1077.8295454545457,1261.56768707483,1233.929435427132,,0.19999999999999998,0
46,2021-07-20 12:45:00+05:30,1262.15,1262.15,1262.15,1262.15,0,18450,1262.05827103135,1,1262.05827103135,,1241.6165420626999,1,1241.6165420626999,,1082.8784090909094,1261.56768707483,1245.1435483417056,,0.19999999999999998,0
47,2021-07-20 13:15:00+05:30,1262.15,1262.15,1243.7,1243.7,50,18500,1270.4120654729693,-1,,1270.4120654729693,1241.6165420626999,1,1241.6165420626999,,1088.3102272727274,1261.3333333333335,,1290.0,0.02,1
48,2021-07-20 13:45:00+05:30,1243.7,1243.7,1217.55,1217.55,50,18500,1249.3496275482594,-1,,1249.3496275482594,1268.0742550965185,-1,,1268.0742550965185,1093.0772727272729,1260.645751633987,,1289.074,0.04,0
49,2021-07-20 14:15:00+05:30,1217.55,1259.95,1217.55,1259.95,750,18500,1216.6431763872063,1,1216.6431763872063,,1268.0742550965185,-1,,1268.0742550965185,1099.1795454545456,1257.2755050505052,,1286.21304,0.04,0
50,2021-07-20 14:45:00+05:30,1259.95,1259.95,1242.45,1244.0,850,18450,1229.7512940461768,1,1229.7512940461768,,1268.0742550965185,-1,,1268.0742550965185,1104.8409090909092,1255.5395582329318,,1283.4665184,0.04,0
51,2021-07-20 15:15:00+05:30,1244.0,1244.0,1244.0,1244.0,0,18450,1229.7512940461768,1,1229.7512940461768,,1268.0742550965185,-1,,1268.0742550965185,1110.318181818182,1255.5395582329318,,1280.829857664,0.04,0
52,2021-07-22 09:15:00+05:30,1180.35,1180.35,1150.7,1166.5,100,17900,1194.6118043742374,-1,,1194.6118043742374,1223.698608748475,-1,,1223.698608748475,1114.034090909091,1165.8500000000001,,1278.2986633574399,0.06,0
53,2021-07-22 09:45:00+05:30,1166.5,1166.5,1141.8,1141.8,50,17900,1182.6101180350606,-1,,1182.6101180350606,1211.0702360701214,-1,,1211.0702360701214,1117.8545454545458,1160.577777777778,,1270.6427435559935,0.08,0
54,2021-07-22 10:15:00+05:30,1141.8,1141.8,1122.0,1122.0,400,17850,1159.1229583157663,-1,,1159.1229583157663,1186.3459166315326,-1,,1186.3459166315326,1121.2250000000004,1137.3212121212123,,1260.3353240715142,0.1,0
55,2021-07-22 10:45:00+05:30,1122.0,1124.0,1107.55,1118.05,650,18000,1141.458964270657,-1,,1141.458964270657,1167.1429285413137,-1,,1167.1429285413137,1123.8420454545458,1126.0611111111111,,1246.5017916643628,0.12000000000000001,0
56,2021-07-22 11:15:00+05:30,1118.05,1125.2,1118.05,1125.2,100,18000,1141.458964270657,-1,,1141.458964270657,1167.1429285413137,-1,,1167.1429285413137,1126.6931818181822,1125.8115384615387,,1229.8275766646393,0.12000000000000001,0
57,2021-07-22 11:45:00+05:30,1125.2,1125.2,1105.0,1105.0,50,17900,1137.7310757906866,-1,,1137.7310757906866,1160.3621515813732,-1,,1160.3621515813732,1129.6954545454548,1125.2901234567903,,1215.1542674648827,0.14,0
58,2021-07-22 12:15:00+05:30,1105.0,1105.0,1105.0,1105.0,0,17900,1124.3980649634457,-1,,1124.3980649634457,1143.7961299268914,-1,,1143.7961299268914,1132.7556818181822,1125.2901234567903,,1199.7326700197991,0.14,0
59,2021-07-22 12:45:00+05:30,1105.0,1105.0,1105.0,1105.0,0,17900,1121.6269128258107,-1,,1121.6269128258107,1138.2538256516211,-1,,1138.2538256516211,1135.1875000000002,1125.2901234567903,,1186.4700962170273,0.14,0
60,2021-07-22 13:15:00+05:30,1105.0,1109.4,1105.0,1109.4,100,17900,1121.6269128258107,-1,,1121.6269128258107,1136.960421987104,-1,,1136.960421987104,1137.7340909090913,1124.093103448276,,1175.0642827466434,0.14,0
61,2021-07-22 13:45:00+05:30,1109.4,1110.0,1109.4,1110.0,250,17850,1121.6269128258107,-1,,1121.6269128258107,1135.380361703232,-1,,1135.380361703232,1140.398863636364,1121.9911764705885,,1165.2552831621133,0.14,0
62,2021-07-22 14:15:00+05:30,1110.0,1132.0,1108.0,1128.9,900,17850,1105.5655592700434,1,1105.5655592700434,,1135.380361703232,-1,,1135.380361703232,1143.442045454546,1122.3288461538461,,1156.8195435194175,0.14,0
63,2021-07-22 14:45:00+05:30,1128.9,1140.0,1103.0,1103.0,1250,18700,1139.1580920542485,-1,,1139.1580920542485,1135.380361703232,-1,,1135.380361703232,1145.8965909090914,1120.0575757575757,,1149.564807426699,0.16,0
64,2021-07-22 15:15:00+05:30,1103.0,1112.5,1096.0,1096.0,500,18650,1121.7426503322129,-1,,1121.7426503322129,1135.380361703232,-1,,1135.380361703232,1148.0761363636368,1117.9245210727968,,1142.114438238427,0.18,0
65,2021-07-23 09:15:00+05:30,1083.65,1083.65,1055.1,1072.7,500,18550,1090.211557427611,-1,,1090.211557427611,1111.0481148552221,-1,,1111.0481148552221,1149.5011363636368,1070.4833333333333,,1140.0,0.19999999999999998,0
66,2021-07-23 09:45:00+05:30,1072.7,1135.0,1072.7,1107.85,250,18650,1077.090093633476,1,1077.090093633476,,1111.0481148552221,-1,,1111.0481148552221,1151.4500000000005,1082.05,1055.1,,0.02,1
67,2021-07-23 10:15:00+05:30,1107.85,1107.85,1095.95,1095.95,150,18650,1077.2629374001226,1,1077.2629374001226,,1111.0481148552221,-1,,1111.0481148552221,1153.8102272727276,1085.0277777777778,1055.1,,0.02,0
68,2021-07-23 10:45:00+05:30,1095.95,1095.95,1095.95,1095.95,0,18650,1077.2629374001226,1,1077.2629374001226,,1111.0481148552221,-1,,1111.0481148552221,1156.218181818182,1085.0277777777778,1056.6979999999999,,0.02,0
69,2021-07-23 11:15:00+05:30,1095.95,1095.95,1095.95,1095.95,0,18650,1077.8493009470287,1,1077.8493009470287,,1111.0481148552221,-1,,1111.0481148552221,1158.6034090909093,1085.0277777777778,1058.2640399999998,,0.02,0
70,2021-07-23 11:45:00+05:30,1095.95,1095.95,1088.65,1088.65,50,18650,1077.8493009470287,1,1077.8493009470287,,1111.0481148552221,-1,,1111.0481148552221,1158.345454545455,1085.3464912280701,1059.7987591999997,,0.02,0
71,2021-07-23 12:15:00+05:30,1088.65,1090.0,1088.65,1090.0,50,18650,1077.8493009470287,1,1077.8493009470287,,1111.0481148552221,-1,,1111.0481148552221,1158.1181818181822,1085.5566666666666,1061.3027840159998,,0.02,0
72,2021-07-23 12:45:00+05:30,1090.0,1090.0,1051.35,1051.35,700,18850,1088.5266064007048,-1,,1088.5266064007048,1106.3782128014097,-1,,1106.3782128014097,1157.3534090909093,1076.7764705882353,,1135.0,0.02,1
73,2021-07-23 13:15:00+05:30,1051.35,1070.9,1050.0,1050.0,650,19400,1078.7370912006043,-1,,1078.7370912006043,1097.0241824012085,-1,,1097.0241824012085,1156.5579545454548,1071.2971631205673,,1133.327,0.04,0
74,2021-07-23 13:45:00+05:30,1050.0,1054.7,1039.15,1039.15,150,19550,1064.8210781719467,-1,,1064.8210781719467,1082.717156343893,-1,,1082.717156343893,1155.5159090909094,1069.6793333333335,,1129.99392,0.06,0
75,2021-07-23 14:15:00+05:30,1039.15,1039.15,1039.15,1039.15,0,19550,1054.4894955759542,-1,,1054.4894955759542,1069.8289911519084,-1,,1069.8289911519084,1154.4738636363638,1069.6793333333335,,1124.5432847999998,0.06,0
76,2021-07-23 14:45:00+05:30,1039.15,1068.0,1039.15,1068.0,900,19650,1036.3054323634678,1,1036.3054323634678,,1069.8289911519084,-1,,1069.8289911519084,1153.2920454545458,1066.6892156862746,,1119.4196877119998,0.06,0
77,2021-07-23 15:15:00+05:30,1068.0,1070.65,1068.0,1070.65,200,19650,1054.1439420258296,1,1054.1439420258296,,1038.9628840516593,1,1038.9628840516593,,1150.745454545455,1066.8601851851852,,1114.6035064492798,0.06,0
78,2021-07-26 09:15:00+05:30,1096.5,1102.0,1070.0,1088.55,1250,19650,1068.4162360221396,1,1068.4162360221396,,1050.8324720442793,1,1050.8324720442793,,1149.1556818181823,1086.8500000000001,,1110.076296062323,0.06,0
79,2021-07-26 09:45:00+05:30,1088.55,1088.55,1060.0,1060.0,400,19800,1093.4253691238803,-1,,1093.4253691238803,1050.8324720442793,1,1050.8324720442793,,1146.6556818181823,1082.64797979798,,1105.8207182985836,0.06,0
80,2021-07-26 10:15:00+05:30,1060.0,1060.0,1060.0,1060.0,300,19850,1076.414602106183,-1,,1076.414602106183,1050.8324720442793,1,1050.8324720442793,,1143.9534090909094,1079.1636752136753,,1102.0,0.06,0
81,2021-07-26 10:45:00+05:30,1060.0,1060.0,1046.95,1046.95,50,19850,1069.4089446624425,-1,,1069.4089446624425,1085.3428893248852,-1,,1085.3428893248852,1141.5102272727277,1078.4670833333334,,1098.229,0.06,0
82,2021-07-26 11:15:00+05:30,1046.95,1075.0,1046.95,1075.0,200,19850,1043.3101902893347,1,1043.3101902893347,,1085.3428893248852,-1,,1085.3428893248852,1139.7602272727277,1077.3018939393942,,1094.68426,0.06,0
83,2021-07-26 11:45:00+05:30,1075.0,1080.0,1067.8,1067.8,250,19900,1057.0158773908586,1,1057.0158773908586,,1085.3428893248852,-1,,1085.3428893248852,1135.9477272727277,1076.7472789115648,,1091.3522044,0.06,0
84,2021-07-26 12:15:00+05:30,1067.8,1067.8,1067.8,1067.8,0,19900,1057.0158773908586,1,1057.0158773908586,,1085.3428893248852,-1,,1085.3428893248852,1132.1352272727277,1076.7472789115648,,1088.220072136,0.06,0
85,2021-07-26 12:45:00+05:30,1067.8,1067.8,1067.8,1067.8,0,19900,1057.0158773908586,1,1057.0158773908586,,1085.3428893248852,-1,,1085.3428893248852,1127.695454545455,1076.7472789115648,,1085.27586780784,0.06,0
86,2021-07-26 13:15:00+05:30,1067.8,1067.8,1067.8,1067.8,0,19900,1057.167432992494,1,1057.167432992494,,1085.3428893248852,-1,,1085.3428893248852,1122.7590909090914,1076.7472789115648,,1082.5083157393697,0.06,0
87,2021-07-26 13:45:00+05:30,1067.8,1079.55,1067.8,1079.55,150,20050,1062.882799707852,1,1062.882799707852,,1085.3428893248852,-1,,1085.3428893248852,1118.0897727272734,1076.6830128205129,,1079.9068167950074,0.06,0
88,2021-07-26 14:15:00+05:30,1079.55,1090.0,1079.55,1090.0,100,20050,1074.0316854638731,1,1074.0316854638731,,1063.2883709277462,1,1063.2883709277462,,1113.7715909090914,1077.0472222222222,1039.15,,0.02,1
