,name,ltq,Trade,ltp,high,low,PCR,HTH,LTL,superTrend,14MACrossed28,44DMA,VWAP,PSAR,instrument_token,last Updated
0,ADANIPORTS,1250,In between,749.9,758.55,740.05,0,Less,No,"No buy, but in Long",crossed above,buy,buy,In Long,3861249,2021-10-27 01:51:10.864220
1,DLF,3300,YES (1st Priority),415.85,417.15,402.35,0,HTH,No,"No buy, but in Long",crossed above,buy,buy,In Long,3771393,2021-10-27 01:51:18.769924
2,GMRINFRA,22500,Momentum will be there but very high lot qty hence No,41.2,41.6,40.6,0,HTH,No,"No buy, but in Long",crossed above,buy,buy,In Long,3463169,2021-10-27 01:51:25.176095
3,GODREJPROP,650,YES (1st Priority),2345.25,2363.5,2266.1,0,Less,No,"No buy, but in Long",crossed above,buy,buy,In Long,4576001,2021-10-27 01:51:36.456086
4,LT,575,YES,1796.25,1811.9,1781.55,0,Less,No,"No buy, but in Long",crossed above,buy,buy,In Long,2939649,2021-10-27 01:51:44.189076
