,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SMA_5,SMA_14,SMA_28,WMA_14,SMA_44,VWAP_D,RSI_14,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-11-22 10:50:00+05:30,265.0,265.0,265.0,265.0,0,0,0.0,1,,,,,,,,,,,,0.02,0
1,2021-11-22 10:55:00+05:30,265.0,290.4,265.0,268.3,1750,250,,1,,,,,,,,274.56666666666666,,168.45,,0.04,0
2,2021-11-22 11:00:00+05:30,268.3,268.3,268.3,268.3,0,250,,1,,,,,,,,274.56666666666666,,173.32799999999997,,0.04,0
3,2021-11-22 11:05:00+05:30,268.3,273.0,268.3,273.0,0,1875,,1,,,,,,,,274.56666666666666,,178.01088,,0.04,0
4,2021-11-22 11:10:00+05:30,273.0,273.0,267.5,267.5,500,2250,,1,,,268.41999999999996,,,,,273.40370370370374,,182.5064448,,0.04,0
5,2021-11-22 11:15:00+05:30,267.5,274.7,267.5,270.0,625,2375,,1,,,269.41999999999996,,,,,272.8231884057971,,186.822187008,,0.04,0
6,2021-11-22 11:20:00+05:30,270.0,270.0,270.0,270.0,0,2375,,1,,,269.76,,,,,272.8231884057971,,190.96529952767997,,0.04,0
7,2021-11-22 11:25:00+05:30,270.0,278.0,270.0,270.0,875,2875,266.74285714285713,1,266.74285714285713,,270.1,,,,,272.7866666666667,,194.94268754657278,,0.04,0
8,2021-11-22 11:30:00+05:30,270.0,270.0,265.0,265.0,1125,3500,274.434693877551,-1,,274.434693877551,268.5,,,,,271.374358974359,,198.76098004470987,,0.04,0
9,2021-11-22 11:35:00+05:30,265.0,265.0,265.0,265.0,0,3500,270.94402332361517,-1,,270.94402332361517,268.0,,,,,271.374358974359,,202.42654084292147,,0.04,0
10,2021-11-22 11:40:00+05:30,265.0,270.95,263.0,263.0,375,4125,270.94402332361517,-1,,270.94402332361517,266.6,,,,,270.9654761904762,,205.94547920920462,,0.04,0
11,2021-11-22 11:45:00+05:30,263.0,263.0,252.0,252.0,1625,4875,264.41193550306417,-1,,264.41193550306417,263.0,,,,,267.3493939393939,,209.32366004083644,,0.04,0
12,2021-11-22 11:50:00+05:30,252.0,254.55,249.45,249.45,1125,6750,258.653087574055,-1,,258.653087574055,258.89,,,,,265.07135416666665,,212.566713639203,,0.04,0
13,2021-11-22 11:55:00+05:30,249.45,251.35,242.6,247.0,1625,7750,253.92764649204716,-1,,253.92764649204716,255.29000000000002,263.825,,260.56047619047615,,262.0175324675324,,215.68004509363487,,0.04,0
14,2021-11-22 12:00:00+05:30,247.0,247.0,235.0,235.0,1250,8000,248.67369699318328,-1,,248.67369699318328,249.29000000000002,261.6821428571428,,256.71714285714285,,259.3718390804597,20.588235294117645,218.66884328988948,,0.04,0
15,2021-11-22 12:05:00+05:30,235.05,238.2,229.95,231.1,1875,8750,241.8310259941571,-1,,241.8310259941571,242.91,259.025,,252.63952380952384,,255.50588235294114,19.02173913043478,221.5380895582939,,0.04,0
16,2021-11-22 12:10:00+05:30,231.1,235.0,231.1,232.05,1875,9500,240.25516513784896,-1,,240.25516513784896,238.92,256.43571428571425,,249.04285714285717,,252.584188034188,20.606410930110382,224.29256597596213,,0.04,0
17,2021-11-22 12:15:00+05:30,232.05,241.0,231.0,231.0,2625,10625,240.25516513784896,-1,,240.25516513784896,235.22999999999996,253.43571428571425,,245.65142857142862,,249.80688405797102,20.137355995834945,226.93686333692364,,0.04,0
18,2021-11-22 12:20:00+05:30,231.0,231.0,225.15,225.15,500,9875,235.42879479515432,-1,,235.42879479515432,230.85999999999999,250.41071428571425,,241.88000000000005,,249.16725352112675,17.71757097357635,,290.4,0.02,1
19,2021-11-22 12:25:00+05:30,225.15,225.15,221.9,225.05,1250,9750,230.29253839584658,-1,,230.29253839584658,228.86999999999998,247.2,,238.4985714285715,,247.5137061403509,17.67846458631634,,289.09499999999997,0.04,0
