,Name,Time,LTQ,callSP,putSP
0,AARTIIND,2021-10-27 01:50:06.327710,850,1000.0,940.0
1,DEEPAKNTR,2021-10-27 01:50:15.361492,500,2420.0,2680.0
2,NAVINFLUOR,2021-10-27 01:50:25.277247,225,3500.0,2680.0
3,PIDILITIND,2021-10-27 01:50:32.685629,500,2300.0,2440.0
4,PIIND,2021-10-27 01:50:40.991916,250,3000.0,2680.0
5,TATACHEM,2021-10-27 01:50:51.877803,1000,1000.0,940.0
6,UPL,2021-10-27 01:51:00.609409,1300,710.0,570.0
