,date,open,high,low,close,volume,oi,SUPERT_7_3.0,SUPERTd_7_3.0,SUPERTl_7_3.0,SUPERTs_7_3.0,SUPERT_4_0.6,SUPERTd_4_0.6,SUPERTl_4_0.6,SUPERTs_4_0.6,SUPERT_10_1.2,SUPERTd_10_1.2,SUPERTl_10_1.2,SUPERTs_10_1.2,SUPERT_15_1.4,SUPERTd_15_1.4,SUPERTl_15_1.4,SUPERTs_15_1.4,SUPERT_4_0.4,SUPERTd_4_0.4,SUPERTl_4_0.4,SUPERTs_4_0.4,SMA_44,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
63,2021-08-10 14:45:00+05:30,36003.25,36064.45,35993.8,36050.45,0,0,35884.51982482311,1,35884.51982482311,,36064.87896574174,-1,,36064.87896574174,36141.10588321943,-1,,36141.10588321943,36168.97407421241,-1,,36168.97407421241,35976.05801721257,1,35976.05801721257,,35984.48863636364,,36290.38096,0.04,False
64,2021-08-10 15:15:00+05:30,36045.6,36054.95,35994.55,36009.55,0,0,35884.51982482311,1,35884.51982482311,,36064.87896574174,-1,,36064.87896574174,36141.10588321943,-1,,36141.10588321943,36168.97407421241,-1,,36168.97407421241,35978.909762964126,1,35978.909762964126,,35985.1875,,36274.497721600004,0.04,False
65,2021-08-11 09:15:00+05:30,36218.25,36218.25,35944.55,35984.2,0,0,35884.51982482311,1,35884.51982482311,,36064.87896574174,-1,,36064.87896574174,36141.10588321943,-1,,36141.10588321943,36168.97407421241,-1,,36168.97407421241,36019.649822132786,1,36019.649822132786,,35985.722727272725,,36259.249812736,0.04,False
66,2021-08-11 09:45:00+05:30,35984.5,36054.95,35738.45,35778.75,0,0,36401.77769968225,-1,,36401.77769968225,36013.64395020414,-1,,36013.64395020414,36086.68592303392,-1,,36086.68592303392,36109.32337772111,-1,,36109.32337772111,35974.66263346942,-1,,35974.66263346942,35980.20340909091,,36244.611820226564,0.04,False
67,2021-08-11 10:15:00+05:30,35772.85,35846.4,35607.05,35664.35,0,0,36262.228166829795,-1,,36262.228166829795,35850.3354626744,-1,,35850.3354626744,35926.44185813441,-1,,35926.44185813441,35947.58840311744,-1,,35947.58840311744,35809.13197511627,-1,,35809.13197511627,35973.36704545455,,36218.25,0.06,False
68,2021-08-11 10:45:00+05:30,35665.1,35700.25,35564.85,35600.5,0,0,36149.58084204821,-1,,36149.58084204821,35745.56784698043,-1,,35745.56784698043,35828.54057808998,-1,,35828.54057808998,35851.30848886219,-1,,35851.30848886219,35707.89523132029,-1,,35707.89523132029,35968.88522727273,,36169.354,0.08,False
69,2021-08-11 11:15:00+05:30,35600.8,35654.5,35532.8,35641.5,0,0,36088.97598906803,-1,,36088.97598906803,35696.66838521737,-1,,35696.66838521737,35784.64238852161,-1,,35784.64238852161,35809.15727744214,-1,,35809.15727744214,35662.32892347824,-1,,35662.32892347824,35965.29090909091,,36108.9036,0.1,False
70,2021-08-11 11:45:00+05:30,35640.2,35647.2,35562.9,35635.4,0,0,36065.74309359808,-1,,36065.74309359808,35694.95878889537,-1,,35694.95878889537,35784.64238852161,-1,,35784.64238852161,35809.15727744214,-1,,35809.15727744214,35662.32892347824,-1,,35662.32892347824,35957.362499999996,,36039.771168,0.12000000000000001,False
71,2021-08-11 12:15:00+05:30,35633.6,35770.5,35633.6,35695.05,0,0,36065.74309359808,-1,,36065.74309359808,35614.08340833044,1,35614.08340833044,,35784.64238852161,-1,,35784.64238852161,35809.15727744214,-1,,35809.15727744214,35643.40560555363,1,35643.40560555363,,35950.895454545454,,35978.93462784,0.12000000000000001,False
72,2021-08-11 12:45:00+05:30,35697.15,35751.2,35677.2,35725.25,0,0,36065.74309359808,-1,,36065.74309359808,35637.12505625608,1,35637.12505625608,,35784.64238852161,-1,,35784.64238852161,35809.15727744214,-1,,35809.15727744214,35662.81670417072,1,35662.81670417072,,35948.31363636364,,35925.3984724992,0.12000000000000001,False
