,date,open,high,low,close,volume,oi,PSARl_0.06_0.2,PSARs_0.06_0.2,PSARaf_0.06_0.2,PSARr_0.06_0.2
0,2021-04-28 14:40:00+05:30,70.25,70.25,70.25,70.25,0,0,,,0.06,False
1,2021-04-28 14:45:00+05:30,70.25,72.6,70.25,72.6,1700,1700,,,0.06,False
2,2021-04-28 14:50:00+05:30,72.6,72.6,72.6,72.6,0,1700,70.25,,0.06,False
3,2021-04-28 14:55:00+05:30,72.6,72.6,72.6,72.6,0,1700,70.25,,0.12,False
4,2021-04-28 15:00:00+05:30,72.6,72.6,72.6,72.6,0,1700,70.532,,0.12,False
5,2021-04-28 15:05:00+05:30,72.6,72.6,72.6,72.6,0,1700,70.78016,,0.12,False
6,2021-04-28 15:10:00+05:30,72.6,72.6,72.6,72.6,0,1700,70.9985408,,0.12,False
7,2021-04-28 15:15:00+05:30,72.6,72.6,72.6,72.6,0,1700,71.190715904,,0.12,False
8,2021-04-28 15:20:00+05:30,72.6,72.6,72.6,72.6,0,1700,71.35982999552,,0.12,False
9,2021-04-28 15:25:00+05:30,72.6,72.6,72.6,72.6,0,1700,71.5086503960576,,0.12,False
10,2021-04-29 09:25:00+05:30,56.9,56.9,56.05,56.4,11900,6800,,72.6,0.12,True
11,2021-04-29 09:30:00+05:30,56.4,56.4,53.1,53.1,1700,8500,,72.6,0.06,False
12,2021-04-29 09:35:00+05:30,53.1,53.8,53.1,53.6,8500,11900,,70.25999999999999,0.12,False
13,2021-04-29 09:40:00+05:30,53.6,53.6,52.65,53.0,15300,18700,,68.20079999999999,0.12,False
14,2021-04-29 09:45:00+05:30,53.0,53.6,51.05,52.35,22100,27200,,65.40165599999999,0.18,False
15,2021-04-29 09:50:00+05:30,52.35,53.7,52.35,53.2,18700,30600,,62.53132479999999,0.2,False
16,2021-04-29 09:55:00+05:30,53.2,54.55,52.2,53.25,20400,44200,,60.23505983999999,0.2,False
17,2021-04-29 10:00:00+05:30,53.25,53.25,50.5,50.95,6800,54400,,58.39804787199999,0.2,False
18,2021-04-29 10:05:00+05:30,50.95,55.95,49.0,51.0,25500,62900,,56.8184382976,0.2,False
19,2021-04-29 10:10:00+05:30,51.0,53.75,50.7,53.75,18700,66300,,55.95,0.2,False
20,2021-04-29 10:15:00+05:30,53.25,54.0,52.7,52.7,17000,69700,,55.95,0.2,False
21,2021-04-29 10:20:00+05:30,52.7,54.75,52.7,54.75,10200,73100,49.0,,0.2,True
