,date,open,high,low,close,volume,oi,PSARl_0.06_0.2,PSARs_0.06_0.2,PSARaf_0.06_0.2,PSARr_0.06_0.2,SUPERT_7_0.3,SUPERTd_7_0.3,SUPERTl_7_0.3,SUPERTs_7_0.3
0,2021-05-05 09:15:00+05:30,404.75,424.85,404.45,411.45,5475,6075,,,0.06,False,0.0,1,,
1,2021-05-05 09:20:00+05:30,411.45,431.0,408.35,431.0,975,3675,,,0.06,False,,1,,
2,2021-05-05 09:25:00+05:30,431.0,431.0,417.35,427.9,1050,3450,,424.85,0.06,True,,1,,
3,2021-05-05 09:30:00+05:30,427.9,427.9,406.4,422.95,2325,3450,417.35,,0.06,True,,1,,
4,2021-05-05 09:35:00+05:30,422.95,422.95,400.95,405.6,750,3750,,427.9,0.06,True,,1,,
5,2021-05-05 09:40:00+05:30,405.6,405.6,405.6,405.6,0,3750,,427.9,0.06,False,,1,,
6,2021-05-05 09:45:00+05:30,405.6,422.3,399.35,419.0,2775,4800,,426.28299999999996,0.06,False,87.9303139032426,1,87.9303139032426,
7,2021-05-05 09:50:00+05:30,419.0,419.0,419.0,419.0,0,4800,,423.05103999999994,0.12,False,87.9303139032426,1,87.9303139032426,
8,2021-05-05 09:55:00+05:30,419.0,419.0,413.7,413.7,150,6375,,422.3,0.12,False,88.27957795621741,1,88.27957795621741,
9,2021-05-05 10:00:00+05:30,413.7,450.5,381.8,450.5,10050,5700,399.35,,0.12,True,91.74954227082422,-1,,91.74954227082422
10,2021-05-05 10:05:00+05:30,438.6,456.35,422.7,432.75,7275,6300,381.8,,0.06,False,82.98489939302678,-1,,82.98489939302678
11,2021-05-05 10:10:00+05:30,432.75,432.75,408.0,418.55,6825,6300,381.8,,0.12,False,88.84179348864029,1,88.84179348864029,
12,2021-05-05 10:15:00+05:30,418.55,439.15,418.55,429.2,675,5475,390.74600000000004,,0.12,False,88.84179348864029,1,88.84179348864029,
13,2021-05-05 10:20:00+05:30,429.2,429.2,429.2,429.2,0,5475,398.61848000000003,,0.12,False,88.84179348864029,1,88.84179348864029,
14,2021-05-05 10:25:00+05:30,429.2,429.2,409.65,409.65,300,5550,405.54626240000005,,0.12,False,87.59213760578153,1,87.59213760578153,
15,2021-05-05 10:30:00+05:30,409.65,409.65,394.35,399.8,1200,5550,,456.35,0.12,True,92.98466626560045,1,92.98466626560045,
16,2021-05-05 10:35:00+05:30,399.8,409.5,399.8,403.95,375,5250,,452.63,0.06,False,94.27291378368436,-1,,94.27291378368436
17,2021-05-05 10:40:00+05:30,403.95,405.45,397.15,403.65,2400,5175,,449.1332,0.06,False,90.06313003009977,1,90.06313003009977,
18,2021-05-05 10:45:00+05:30,403.65,403.65,369.5,384.75,4500,5100,,445.846208,0.06,False,95.87736083800405,1,95.87736083800405,
19,2021-05-05 10:50:00+05:30,384.75,402.15,384.75,387.75,3300,5475,,436.68466304,0.12,False,96.38782302152589,-1,,96.38782302152589
20,2021-05-05 10:55:00+05:30,387.75,395.45,387.75,388.0,825,7050,,428.6225034752,0.12,False,93.75032325052827,-1,,93.75032325052827
21,2021-05-05 11:00:00+05:30,388.0,394.85,382.75,394.85,3600,7200,,421.527803058176,0.12,False,93.75032325052827,-1,,93.75032325052827
22,2021-05-05 11:05:00+05:30,394.85,394.85,394.85,394.85,0,7200,,415.2844666911949,0.12,False,90.81750619712346,-1,,90.81750619712346
23,2021-05-05 11:10:00+05:30,394.85,408.65,394.85,408.65,150,6750,,409.7903306882515,0.12,False,88.14404110800955,-1,,88.14404110800955
24,2021-05-05 11:15:00+05:30,408.65,422.0,408.65,421.5,525,6675,369.5,,0.12,True,82.23977914127734,-1,,82.23977914127734
25,2021-05-05 11:20:00+05:30,421.5,434.45,421.5,421.95,900,6600,372.65,,0.06,False,78.73934858901998,-1,,78.73934858901998
