,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0,SMA_44,VWAP_D,RSI_14,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-07-19 09:15:00+05:30,1118.0,1118.0,1080.35,1100.0,750,18200,0.0,1,,,0.0,1,,,,1099.45,,,,0.02,0
1,2021-07-19 09:45:00+05:30,1100.0,1100.0,1100.0,1100.0,0,18200,,1,,,,1,,,,1099.45,,88.45,,0.02,0
2,2021-07-19 10:15:00+05:30,1100.0,1100.0,1085.0,1085.0,150,18200,,1,,,,1,,,,1097.875,,109.041,,0.02,0
3,2021-07-19 10:45:00+05:30,1085.0,1085.0,1085.0,1085.0,0,18200,,1,,,,1,,,,1097.875,,129.22018,,0.02,0
4,2021-07-19 11:15:00+05:30,1085.0,1085.0,1085.0,1085.0,0,18200,,1,,,,1,,,,1097.875,,148.9957764,,0.02,0
5,2021-07-19 11:45:00+05:30,1085.0,1085.0,1085.0,1085.0,0,18200,,1,,,,1,,,,1097.875,,168.375860872,,0.02,0
6,2021-07-19 12:15:00+05:30,1085.0,1120.0,1085.0,1120.0,250,18350,,1,,,,1,,,,1100.1485507246375,,187.36834365456,,0.04,0
7,2021-07-19 12:45:00+05:30,1120.0,1186.2,1120.0,1182.7,450,18350,1136.5,1,1136.5,,1119.8999999999999,1,1119.8999999999999,,,1117.8161458333332,,224.67360990837759,,0.06,0
8,2021-07-19 13:15:00+05:30,1182.7,1182.7,1155.95,1158.5,350,18100,1151.275,1,1151.275,,1133.2250000000001,1,1133.2250000000001,,,1126.413675213675,,282.36519331387495,,0.06,0
9,2021-07-19 13:45:00+05:30,1158.5,1171.65,1158.5,1170.0,300,18050,1151.275,1,1151.275,,1133.2250000000001,1,1133.2250000000001,,,1131.7874074074073,,336.59528171504246,,0.06,0
10,2021-07-19 14:15:00+05:30,1170.0,1179.8,1162.6,1178.9,300,18050,1153.8714285714284,1,1153.8714285714284,,1136.542857142857,1,1136.542857142857,,,1136.7261437908496,,387.5715648121399,,0.06,0
