,date,open,high,low,close,volume,oi,SUPERT_7_1.0,SUPERTd_7_1.0,SUPERTl_7_1.0,SUPERTs_7_1.0,SUPERT_7_2.0,SUPERTd_7_2.0,SUPERTl_7_2.0,SUPERTs_7_2.0,SMA_44,VWAP_D,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2
0,2021-08-09 09:45:00+05:30,514.0,514.0,514.0,514.0,0,0,0.0,1,,,0.0,1,,,,,,,0.02,0
1,2021-08-09 10:15:00+05:30,514.0,514.0,514.0,514.0,0,0,,1,,,,1,,,,,80.8,,0.02,0
2,2021-08-09 10:45:00+05:30,514.0,621.4,514.0,574.0,75,50,,1,,,,1,,,,569.8000000000001,89.464,,0.04,0
3,2021-08-09 11:15:00+05:30,574.0,574.0,574.0,574.0,0,50,,1,,,,1,,,,569.8000000000001,110.74144,,0.04,0
4,2021-08-09 11:45:00+05:30,574.0,574.0,574.0,574.0,0,50,,1,,,,1,,,,569.8000000000001,131.1677824,,0.04,0
5,2021-08-09 12:15:00+05:30,574.0,574.0,574.0,574.0,0,50,,1,,,,1,,,,569.8000000000001,150.777071104,,0.04,0
6,2021-08-09 12:45:00+05:30,574.0,574.0,574.0,574.0,0,50,,1,,,,1,,,,569.8000000000001,169.60198825983997,,0.04,0
7,2021-08-09 13:15:00+05:30,574.0,574.0,574.0,574.0,0,50,558.6571428571428,1,558.6571428571428,,543.3142857142857,1,543.3142857142857,,,569.8000000000001,187.67390872944637,,0.04,0
8,2021-08-09 13:45:00+05:30,574.0,574.0,574.0,574.0,0,50,560.8489795918367,1,560.8489795918367,,547.6979591836734,1,547.6979591836734,,,569.8000000000001,205.02295238026852,,0.04,0
9,2021-08-09 14:15:00+05:30,574.0,574.0,574.0,574.0,0,50,562.7276967930029,1,562.7276967930029,,551.4553935860058,1,551.4553935860058,,,569.8000000000001,221.67803428505778,,0.04,0
