,date,open,high,low,close,volume,oi,PSARl_0.06_0.2,PSARs_0.06_0.2,PSARaf_0.06_0.2,PSARr_0.06_0.2,SUPERT_7_0.3,SUPERTd_7_0.3,SUPERTl_7_0.3,SUPERTs_7_0.3
0,2021-05-05 09:15:00+05:30,88.5,95.3,83.45,87.4,90600,451650,,,0.06,False,0.0,1,,
1,2021-05-05 09:20:00+05:30,87.4,89.8,79.6,82.75,52575,450900,,,0.06,False,,1,,
2,2021-05-05 09:25:00+05:30,82.75,87.0,82.75,84.75,39075,451800,,95.3,0.06,True,,1,,
3,2021-05-05 09:30:00+05:30,85.15,90.95,85.0,87.4,29400,451425,,94.547,0.06,False,,1,,
4,2021-05-05 09:35:00+05:30,87.4,91.5,87.4,91.05,38100,459150,,93.83918,0.06,False,,1,,
5,2021-05-05 09:40:00+05:30,90.0,92.4,88.85,91.45,25875,475050,,93.1738292,0.06,False,,1,,
6,2021-05-05 09:45:00+05:30,90.7,94.45,85.4,88.85,42525,484650,82.75,,0.06,True,87.9303139032426,1,87.9303139032426,
7,2021-05-05 09:50:00+05:30,88.85,91.05,88.05,88.4,9600,488025,83.452,,0.06,False,87.9303139032426,1,87.9303139032426,
8,2021-05-05 09:55:00+05:30,88.4,92.0,87.9,91.15,30300,487575,84.11188,,0.06,False,88.27957795621741,1,88.27957795621741,
9,2021-05-05 10:00:00+05:30,91.15,102.7,75.05,76.55,103725,492150,,94.45,0.06,True,91.74954227082422,-1,,91.74954227082422
10,2021-05-05 10:05:00+05:30,76.05,88.4,71.0,87.35,98325,498150,,102.7,0.06,False,82.98489939302678,-1,,82.98489939302678
11,2021-05-05 10:10:00+05:30,87.85,96.3,87.75,90.0,62325,509025,,102.7,0.12,False,88.84179348864029,1,88.84179348864029,
12,2021-05-05 10:15:00+05:30,89.75,91.5,83.8,89.0,26850,522075,,98.896,0.12,False,88.84179348864029,1,88.84179348864029,
13,2021-05-05 10:20:00+05:30,89.0,91.0,87.5,89.7,18975,537825,,96.3,0.12,False,88.84179348864029,1,88.84179348864029,
14,2021-05-05 10:25:00+05:30,89.3,94.15,86.35,92.65,19350,543900,71.0,,0.12,True,87.59213760578153,1,87.59213760578153,
15,2021-05-05 10:30:00+05:30,92.65,98.7,92.35,93.55,45600,549600,72.389,,0.06,False,92.98466626560045,1,92.98466626560045,
16,2021-05-05 10:35:00+05:30,92.95,95.55,88.0,92.8,28500,552975,75.54632,,0.12,False,94.27291378368436,-1,,94.27291378368436
