,date,open,high,low,close,volume,oi,PSARl_0.06_0.2,PSARs_0.06_0.2,PSARaf_0.06_0.2,PSARr_0.06_0.2
0,2021-05-03 09:15:00+05:30,34.95,34.95,30.7,33.15,297500,2230400,,,0.06,False
1,2021-05-03 09:20:00+05:30,33.15,38.45,32.0,38.0,357850,2310300,,,0.06,False
2,2021-05-03 09:25:00+05:30,37.95,40.0,36.6,36.95,481950,2334950,,34.95,0.06,True
3,2021-05-03 09:30:00+05:30,36.8,39.75,36.8,39.3,285600,2319650,36.6,,0.06,True
4,2021-05-03 09:35:00+05:30,39.3,40.6,38.8,39.7,330650,2302650,36.6,,0.06,False
5,2021-05-03 09:40:00+05:30,40.0,40.45,39.35,39.35,157250,2312850,36.8,,0.12,False
