,Name,PurchaseTime,boughtPrice,secondBoughtPrice,ltpCE,ltpPE,PnL,PnLMul,CEorPE,Underlying,Bought At,strikeCE,strikePE,exitTime,pos,pos2,Exit At
0,nifty,,,,221.6,1.85,,,,17711.3,,NIFTY21SEP17500CE,NIFTY21SEP17000PE,,0,0,
