,Name,PurchaseTime,boughtPrice,secondBoughtPrice,ltpCE,ltpPE,PnL,PnLMul,CEorPE,Underlying,Bought At,strikeCE,strikePE,exitTime,pos,pos2,Exit At
0,TATASTEEL,,,,222.0,173.45,,,,1118.65,,BAJFINANCE21DEC7200CE,BAJFINANCE21DEC7000PE,,0,0,
