,Name,PurchaseTime,boughtPrice,secondBoughtPrice,ltpCE,ltpPE,PnL,PnLMul,CEorPE,Underlying,Bought At,strikeCE,strikePE,exitTime,pos,pos2,Exit At
0,ABBOTINDIA,2021-10-27 14:22:14.888721,224.8,,224.8,2530.0,0.0,0.0,CE,20600.0,20600.15,ABBOTINDIA21OCT20500CE,ABBOTINDIA21OCT23000PE,,0.6666666666666666,0,
